date,year,month,period,electric_power_bcfd,industrial_bcfd,residential_bcfd,commercial_bcfd,total_bcfd,electric_power_share_pct,industrial_share_pct,residential_cents_kwh,commercial_cents_kwh,industrial_cents_kwh,gas_share_pct,coal_share_pct,nuclear_share_pct,renewable_share_pct,gas_rigs,oil_rigs,total_rigs,ercot_wholesale_mwh,caiso_wholesale_mwh,henry_hub_mmbtu,net_exports_bcfd,lng_exports_bcfd,is_net_exporter
1991-07-01,1991,7,1991-07,12.30635747458265,20.777676666248272,3.958704656708924,3.9274821137190914,42.22891301619179,29.142018099930816,49.20248991083789,,,,,,,,332,545,877,,,1.34,-4.504109589041096,0.0,False
1991-08-01,1991,8,1991-08,12.222825404794778,21.224959206727757,3.6980984059244384,3.5321011673151754,41.9267603865947,29.152801914795205,50.62389512334953,,,,,,,,342,558,900,,,1.43,-4.504109589041096,0.0,False
1991-09-01,1991,9,1991-09,10.132263294422826,21.75009727626459,4.474513618677042,3.924092088197147,41.525324254215306,24.400202710986136,52.377910749382536,,,,,,,,350,568,918,,,1.59,-4.504109589041096,0.0,False
1991-10-01,1991,10,1991-10,9.825969624701894,22.674563825781345,7.063763022467679,5.119994979289569,46.07847997991716,21.324422222661084,49.20857596792217,,,,,,,,354,572,926,,,1.82,-4.504109589041096,0.0,False
1991-11-01,1991,11,1991-11,7.626621271076525,23.488326848249027,14.898022049286642,8.288326848249026,56.03774319066147,13.60979375120067,41.9151905677802,,,,,,,,348,565,913,,,1.89,-4.504109589041096,0.0,False
1991-12-01,1991,12,1991-12,6.339745198945651,24.03505083469311,20.661761014183504,10.993755491402034,64.04132672273126,9.899459494950436,37.530532336960384,,,,,,,,335,548,883,,,2.0,-4.504109589041096,0.0,False
1992-01-01,1992,1,1992-01,6.616260825906866,25.25910003765533,24.655390987824777,12.878875360863562,71.55820886155391,9.245984396713409,35.29867563695587,,,,,,,,318,525,843,,,1.74,-5.375342465753424,0.0,False
1992-02-01,1992,2,1992-02,7.121394069502213,24.698175231450424,23.349054072185695,12.270729907419833,69.52475513216154,10.242961742137686,35.52428941964768,,,,,,,,305,508,813,,,1.26,-5.375342465753424,0.0,False
1992-03-01,1992,3,1992-03,8.1236349943517,24.191571482364758,18.011139701267734,9.872881887787122,62.04035396008536,13.09411451710635,38.99328410977279,,,,,,,,298,498,796,,,1.35,-5.375342465753424,0.0,False
1992-04-01,1992,4,1992-04,9.257717250324252,23.452367055771724,13.98835927367056,8.110765239948119,56.46348897535668,16.395935529886856,41.53545500174004,,,,,,,,295,495,790,,,1.42,-5.375342465753424,0.0,False
1992-05-01,1992,5,1992-05,9.24482239236852,22.527645286808085,7.889293335006903,5.326942387347809,46.3194740805824,19.95882417897323,48.63536500353294,,,,,,,,298,498,796,,,1.51,-5.375342465753424,0.0,False
1992-06-01,1992,6,1992-06,10.748151750972765,21.83929961089494,5.2651750972762645,4.04931906614786,43.1201037613489,24.92608044372789,50.64760449503092,,,,,,,,308,512,820,,,1.62,-5.375342465753424,0.0,False
1992-07-01,1992,7,1992-07,13.04935985942011,21.48851512489017,4.135841596585917,3.83892933350069,43.73653822015815,29.836288811275107,49.13172372427529,,,,,,,,318,525,843,,,1.55,-5.375342465753424,0.0,False
1992-08-01,1992,8,1992-08,11.83572863060123,21.243253420358982,3.9406300991590313,3.802748838960713,42.00081586544496,28.17975886115764,50.57819231039342,,,,,,,,325,535,860,,,1.84,-5.375342465753424,0.0,False
1992-09-01,1992,9,1992-09,11.063002594033724,22.05392347600519,4.445719844357977,3.920201037613489,42.68573281452659,25.91733083769108,51.665795622700216,,,,,,,,335,548,883,,,1.92,-5.375342465753424,0.0,False
1992-10-01,1992,10,1992-10,8.318626835697252,22.225963348813856,7.551838835195181,5.213725367139451,44.58836450357725,18.656496887276187,49.84700290370754,,,,,,,,345,562,907,,,2.38,-5.375342465753424,0.0,False
1992-11-01,1992,11,1992-11,7.652204928664073,23.99747081712062,14.162483787289236,8.293060959792477,55.74250972762646,13.727772513392187,43.05057474874919,,,,,,,,350,568,918,,,2.13,-5.375342465753424,0.0,False
1992-12-01,1992,12,1992-12,6.869900840968997,24.492217898832685,22.504393121626705,11.948412200326343,67.84313417848625,10.126154877950071,36.10124767289925,,,,,,,,342,558,900,,,2.07,-5.375342465753424,0.0,False
1993-01-01,1993,1,1993-01,6.678078323082716,24.643466800552275,26.072360989079957,13.036211873980168,72.6828793774319,9.187966107402543,33.90546303563766,,,,,,,,332,545,877,,,2.03,-6.153424657534246,0.0,False
1993-02-01,1993,2,1993-02,7.283525569760978,26.04137715397443,26.694170372429124,14.00149388549194,76.39195386325737,9.53441455732182,34.08916232276091,,,,,,,,322,532,854,,,1.76,-6.153424657534246,0.0,False
1993-03-01,1993,3,1993-03,7.87401154763399,24.66703276013556,22.06548889167817,11.635119869461528,68.3456759131417,11.520862794071736,36.09157774880168,,,,,,,,318,525,843,,,2.0,-6.153424657534246,0.0,False
1993-04-01,1993,4,1993-04,7.297795071335927,23.71475356679637,14.582944228274966,8.248800259403373,55.53466277561608,13.140973054652656,42.70261559454169,,,,,,,,315,522,837,,,2.06,-6.153424657534246,0.0,False
1993-05-01,1993,5,1993-05,6.778241496171708,21.64999372411196,7.284862558051964,4.782289443956319,41.73816995104808,16.239910624067743,51.8709702641582,,,,,,,,318,528,846,,,2.18,-6.153424657534246,0.0,False
