date,year,month,period,electric_power_bcfd,industrial_bcfd,residential_bcfd,commercial_bcfd,total_bcfd,electric_power_share_pct,industrial_share_pct,residential_cents_kwh,commercial_cents_kwh,industrial_cents_kwh,gas_share_pct,coal_share_pct,nuclear_share_pct,renewable_share_pct,gas_rigs,oil_rigs,total_rigs,caiso_wholesale_mwh,henry_hub_mmbtu,net_exports_bcfd,lng_exports_bcfd,is_net_exporter,henry_hub_spot,texas_citygate,california_citygate,gas_price,post_order436,post_order636,post_order888,post_epact2005,shale_boom,post_caa1990,post_mats,post_cpp,post_rggi,post_ca_cap,post_lng_exports,us_net_exporter,post_ira,post_lng_pause,era,post_nepa,post_epact2005_permitting,post_fra2023,post_certificate_policy,post_mvp_approval,post_order2003,post_order2023,post_order1000,post_order1920,post_401_battles,power_share_of_gas,heating_demand,base_demand,is_winter,is_summer,gas_coal_ratio,thermal_share,clean_share,post_coal_decline,post_major_coal_ret,shale_era,caiso_wholesale_historical_mwh,indiana_wholesale_mwh,midc_wholesale_mwh,isone_wholesale_mwh,pjm_wholesale_mwh,palo_verde_wholesale_mwh,ca_industrial_cents_kwh,tx_industrial_cents_kwh,ercot_wholesale_mwh,post_obbba,ira_era
2004-11-01,2004,11,2004-11,12.197438391699093,22.581647211413745,13.203696498054477,8.311802853437095,57.80791180285344,21.09994637636612,39.063246720320215,8.96,8.04,5.09,16.44913185898894,52.11365096269998,19.51030053346729,7.244123783289319,608,918,1526,61.52369940262843,,-9.482191780821918,0.0,False,6.17,6.04,7.53,6.17,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3_MATURE_MARKET,1,0,0,1,0,1,0,0,0,0,21.09994637636612,21.51549935149157,34.77908560311284,0,0,0.315639598360942,68.56278282168893,26.75442431675661,0,0,0,61.52369940262843,,48.43128555176337,58.586656390977446,48.83926033057851,53.8030976744186,8.83,5.97,,0,0
2004-12-01,2004,12,2004-12,12.134115727375423,23.61390736789256,22.76901594075561,12.607003891050583,73.0428643153006,16.61232187581893,32.328835388984125,8.58,7.82,5.14,15.005080000134017,51.69067237078384,20.066394405081205,8.010132490936185,600,908,1508,63.754380548128346,,-9.482191780821918,0.0,False,6.58,7.18,6.89,6.58,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3_MATURE_MARKET,1,0,0,1,0,1,0,0,0,0,16.61232187581893,35.3760198318062,35.74802309526798,1,0,0.2902860286378295,66.69575237091786,28.07652689601739,0,0,0,63.754380548128346,,50.03726926010679,66.3575221238938,47.35866020671834,55.49366779089376,8.45,5.85,,0,0
2005-01-01,2005,1,2005-01,12.071984435797663,23.448129785364628,28.001286557047823,14.645569223045062,80.38966988828919,15.016835437405197,29.16808816101439,8.52,7.99,5.23,14.961940318006588,51.58928562659082,20.350881099450472,7.406240746869748,592,898,1490,57.00759086783891,,-9.575342465753426,0.0,False,6.15,6.65,6.34,6.15,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3_MATURE_MARKET,1,0,0,1,0,1,0,0,0,0,15.016835437405192,42.646855780092885,35.52011422116229,1,0,0.2900203043380525,66.5512259445974,27.75712184632022,0,0,0,57.00759086783891,,50.34707298720843,89.7276070754717,57.4623556231003,49.57826800364631,8.61,5.85,,0,0
2005-02-01,2005,2,2005-02,11.483706225680937,23.60321706503613,26.37319344080044,14.312222067815451,77.9247498610339,14.736917662437484,30.28975660124495,8.76,8.19,5.26,15.046086823302916,52.200284554888434,20.417711747331747,7.566604147842757,588,892,1480,53.47452442396313,,-9.575342465753426,0.0,False,6.14,6.71,6.16,6.14,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3_MATURE_MARKET,1,0,0,1,0,1,0,0,0,0,14.736917662437488,40.68541550861589,35.08692329071707,1,0,0.2882376399209472,67.24637137819136,27.984315895174504,0,0,0,53.47452442396313,,47.18455089820359,63.84768062015504,48.74844277673546,48.85024111675127,8.93,6.06,,0,0
2005-03-01,2005,3,2005-03,12.122160160662736,22.079013430400405,21.27585665871721,11.831021714572612,69.21636124011548,17.513431713941557,31.898546867852613,8.87,8.15,5.3,16.347651505684976,51.53833200684221,19.384761578169904,7.728527510563822,592,898,1490,57.10899088130413,,-9.575342465753426,0.0,False,6.96,6.25,6.3,6.96,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3_MATURE_MARKET,1,0,0,1,0,1,0,0,0,0,17.513431713941557,33.106878373289824,34.20117359106314,0,0,0.3171940353738003,67.88598351252719,27.11328908873373,0,0,0,57.10899088130413,,51.3909896373057,67.35430331125828,56.955625,52.80248995983936,8.78,6.22,,0,0
2005-04-01,2005,4,2005-04,12.65752269779507,21.409046692607003,12.456647211413747,7.86822308690013,55.92986381322957,22.6310629685479,38.278381588948086,9.22,8.25,5.31,17.963757035911044,49.41361139921401,19.161331037769312,8.569526150888505,602,912,1514,59.27832520205731,,-9.575342465753426,0.0,False,7.16,7.05,6.79,7.16,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3_MATURE_MARKET,1,0,0,1,0,1,0,0,0,0,22.6310629685479,20.32487029831388,34.06656939040207,0,0,0.3635386389952623,67.37736843512505,27.73085718865781,0,0,0,59.27832520205731,,53.85285089849442,71.29187398373985,57.081167630057806,55.05938005390836,8.88,6.45,,0,0
2005-05-01,2005,5,2005-05,13.272812853018705,19.97473955064641,7.767195933224551,5.452114974268858,47.77874356721477,27.77974442619365,41.80674931844138,9.56,8.41,5.42,17.401649481253394,48.86590823927369,19.9866826296542,9.238208055403083,618,932,1550,51.73076666666666,,-9.575342465753426,0.0,False,6.47,6.81,7.04,6.47,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3_MATURE_MARKET,1,0,0,1,0,1,0,0,0,0,27.77974442619366,13.219310907493409,33.24755240366512,0,0,0.3561102230218578,66.2675577205271,29.22489068505728,0,0,0,51.73076666666666,,35.23706175298805,64.02604444444445,54.26388480392157,51.60896466721447,9.16,6.46,,0,0
2005-06-01,2005,6,2005-06,19.265142671854733,19.79195849546044,4.929312581063554,4.392282749675745,49.74455252918288,38.72814547995531,39.78718772040294,9.79,8.89,5.86,20.797743087074423,48.08376016720294,18.18791141478034,7.883042748052915,638,958,1596,55.25874954896907,,-9.575342465753426,0.0,False,7.18,6.71,6.37,7.18,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3_MATURE_MARKET,1,0,0,1,0,1,0,0,0,0,38.72814547995531,9.3215953307393,39.05710116731517,0,1,0.4325315452608921,68.88150325427736,26.070954162833257,0,0,0,55.25874954896907,,42.03695069204152,72.42836567164179,72.20331219168429,56.504428754813866,9.86,6.89,,0,0
2005-07-01,2005,7,2005-07,24.381825028241494,19.337580017572485,3.8371407054098152,3.911415840341408,52.924846240743065,46.06876875434674,36.53781048245325,9.77,9.0,6.14,24.068035036830867,46.25972054300674,17.667072225901425,6.823737760125427,658,985,1643,76.83482176485087,,-9.575342465753426,0.0,False,7.63,7.38,6.97,7.63,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3_MATURE_MARKET,1,0,0,1,0,1,0,0,0,0,46.068768754346735,7.748556545751223,43.71940504581398,0,1,0.52028059733857,70.32775557983761,24.490809986026854,0,0,0,76.83482176485087,,59.62972372372372,92.78058470588236,87.82719913653534,76.11908807482463,10.99,7.1,,0,0
2005-08-01,2005,8,2005-08,24.830331366888416,19.47536713945023,3.5333249654826155,3.888006777959081,53.19135182628342,46.681143671590256,36.61378489318047,9.93,9.1,6.2,24.889239106252585,46.32129178386379,17.62765593503327,5.625405617387751,675,1008,1683,84.11859982952608,,-9.575342465753426,0.0,False,9.53,8.08,7.14,9.53,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3_MATURE_MARKET,1,0,0,1,0,1,0,0,0,0,46.68114367159026,7.421331743441696,44.30569850633864,0,1,0.5373174656351629,71.21053089011637,23.253061552421023,0,0,0,84.11859982952608,,73.06377508166122,106.06337183098591,104.8366079059829,82.49451007644197,10.42,7.61,,0,0
2005-09-01,2005,9,2005-09,18.72707522697795,18.179798962386503,3.834662775616082,4.109306095979248,46.12499999999999,40.60070509913919,39.41419829243688,9.94,9.18,6.17,20.94567511507898,49.014132131498734,19.05642114787205,5.394682578237634,652,978,1630,91.36330690069728,,-9.575342465753426,0.0,False,11.75,10.19,9.34,11.75,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,40.60070509913919,7.943968871595329,36.90687418936445,0,0,0.4273395081011406,69.95980724657771,24.45110372610969,0,0,0,91.36330690069728,,78.97378531073446,125.0521847826087,103.6059571527298,85.49823212913144,10.16,8.25,,0,0
2005-10-01,2005,10,2005-10,13.64039161541358,18.51073176854525,6.344044182251789,5.085885527802184,44.81696372536714,30.435778066091736,41.30295814320832,9.76,8.91,6.03,17.68054614636287,51.33939918335989,19.3539819418918,6.160032596808103,668,998,1666,101.10741517647058,,-9.575342465753426,0.0,False,13.42,10.59,11.0,13.42,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,30.435778066091736,11.429929710053973,32.15112338395883,0,0,0.3443855290011552,69.01994532972276,25.514014538699904,0,0,0,101.10741517647058,,85.79206621004566,127.67828289473684,99.13528616852146,91.5303634894992,10.2,8.67,,0,0
2005-11-01,2005,11,2005-11,12.1060635538262,20.00784695201037,12.54944876783398,7.786446173800258,53.93644617380026,22.445052302512924,37.09522664422267,9.76,8.79,5.83,16.150854347822477,51.875081085701765,20.551969178277187,6.8520321720413575,680,1015,1695,79.1290486458602,,-9.575342465753426,0.0,False,10.3,10.87,12.18,10.3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,22.445052302512924,20.33589494163424,32.11391050583657,0,0,0.311341283903537,68.02593543352424,27.404001350318545,0,0,0,79.1290486458602,,70.48251200768492,90.9200611464968,78.49268913342503,66.33069031639502,9.08,8.16,,0,0
2005-12-01,2005,12,2005-12,12.747144470942638,21.04750847244885,24.20098531442199,12.986193046316052,72.99987448223924,17.461871765332965,28.83225296170842,9.27,8.79,5.94,15.510610505934856,51.12457117664558,20.607539898299805,6.886437902108312,672,1005,1677,110.51968420913651,,-9.575342465753426,0.0,False,13.05,10.38,9.29,13.05,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,17.46187176533297,37.187178360738045,33.79465294339149,1,0,0.3033885693112731,66.63518168258044,27.49397780040812,0,0,0,110.51968420913651,,103.98850326264274,115.55303787878788,105.48182839632278,94.51059399477806,8.95,8.02,,0,0
2006-01-01,2006,1,2006-01,9.990084096899707,21.19254424501067,22.395443705284297,12.4574180996611,67.94489770302498,14.703214567434609,31.19078100262877,9.55,8.87,5.78,13.32903980331286,51.49310688607118,21.88037084731173,9.076988345706546,662,992,1654,65.47663034100844,,-9.334246575342464,0.0,False,8.69,9.93,10.05,8.69,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,14.703214567434603,34.8528618049454,31.182628341910377,1,0,0.2588509532509553,64.82214668938404,30.95735919301828,0,0,0,65.47663034100844,50.86675595238096,56.95426935824043,80.29333466666667,62.33315129151291,61.885383369330455,9.13,7.86,,0,0
2006-02-01,2006,2,2006-02,12.02536131183991,22.428467204002224,24.39827682045581,13.551521678710396,74.49895775430795,16.14165039932325,30.10574628167236,9.8,9.14,5.98,15.425913606395577,51.61045737670544,20.373850639641727,8.68866574566698,658,985,1643,58.20689970398746,,-9.334246575342464,0.0,False,7.54,8.33,8.01,7.54,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,16.14165039932325,37.94979849916621,34.45382851584213,1,0,0.298891240079537,67.03637098310102,29.062516385308705,0,0,0,58.20689970398746,47.10315352697096,50.87649491302921,74.74716022727273,62.48901865929509,54.07113300492611,9.57,8.06,,0,0
2006-03-01,2006,3,2006-03,12.770490774444584,21.3664804819882,19.64117610141835,11.072988577883772,66.72426885904356,19.139199264097623,32.02205261645556,9.87,9.06,5.88,17.23144241837526,50.61500852678304,19.99212156440009,8.476347185941746,668,998,1666,50.27682989230365,,-9.334246575342464,0.0,False,6.89,7.83,6.83,6.89,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,19.13919926409762,30.71416467930212,34.13697125643279,0,0,0.340441361562889,67.8464509451583,28.468468750341835,0,0,0,50.27682989230365,48.26820224719101,43.84389257063132,66.493713836478,60.21175100401607,46.97248929663608,9.12,7.82,,0,0
2006-04-01,2006,4,2006-04,13.814105058365758,20.32097924773022,11.52710765239948,7.317996108949416,54.50729571984436,25.343589102947345,37.28120975249925,10.32,9.17,5.93,18.831403446652352,47.481080522655134,19.32705820014875,10.434338325381242,685,1022,1707,54.12203763760786,,-9.334246575342464,0.0,False,7.16,7.17,6.45,7.16,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,25.343589102947345,18.84510376134889,34.135084306095976,0,0,0.3966085699685611,66.3124839693075,29.76139652552999,0,0,0,54.12203763760786,53.87829861111111,23.658205051112446,69.27143,61.08906283280085,51.95859174001354,9.5,7.66,,0,0
2006-05-01,2006,5,2006-05,15.828072047194675,19.31021714572612,6.386092632107443,5.030626333626208,47.89434542487762,33.04789303785567,40.31836529849695,10.61,9.22,6.0,19.837421853438045,47.490127299737566,18.98752106390626,10.086597148759212,708,1052,1760,52.17774141066601,,-9.334246575342464,0.0,False,6.25,7.17,6.45,6.25,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,33.04789303785567,11.41671896573365,35.138289192920794,0,0,0.4177167546473952,67.32754915317561,29.074118212665475,0,0,0,52.17774141066601,51.57566893424036,32.66743902439024,64.99718876404494,59.44350558659218,53.44220228384992,9.58,7.75,,0,0
2006-06-01,2006,6,2006-06,20.41699092088197,19.5347924773022,4.577075226977951,4.353664072632943,50.28790531776913,40.60020156311357,38.84590609583339,10.85,9.88,6.41,22.253405528961228,46.58583772809804,18.775465329449297,8.751652530293027,732,1082,1814,59.458218526603,,-9.334246575342464,0.0,False,6.21,6.17,5.54,6.21,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,40.600201563113565,8.930739299610895,39.951783398184176,0,1,0.4776860654271155,68.83924325705927,27.52711785974233,0,0,0,59.458218526603,54.157893738140416,37.455456606217616,69.27329716981131,64.67717809364548,62.25215592680986,10.77,7.97,,0,0
2006-07-01,2006,7,2006-07,27.097119367390484,19.092224174720723,3.627023973892306,3.825561691979415,55.18805698506338,49.09960750153662,34.5948475408149,10.96,9.97,6.61,26.33724122576,45.76300094010638,17.588410522358267,6.689746951471786,752,1108,1860,83.64780206286837,,-9.334246575342464,0.0,False,6.17,6.28,5.32,6.17,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,49.09960750153662,7.452585665871721,46.1893435421112,0,1,0.5755138580232011,72.10024216586638,24.278157473830053,0,0,0,83.64780206286837,73.324404536862,69.9097213483146,83.46563706563707,85.66692677070829,93.61139826422372,11.53,7.84,,0,0
2006-08-01,2006,8,2006-08,26.36491150997866,19.693673904857537,3.4027551148487505,3.966235722354713,54.96683193171834,47.965128393664834,35.82828628239242,10.94,10.04,6.65,26.140622652958424,46.46207357871066,17.661282873819328,5.754950896048521,768,1128,1896,69.19607976503323,,-9.334246575342464,0.0,False,7.14,6.85,6.53,7.14,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,47.965128393664834,7.368990837203464,46.0585854148362,0,1,0.5626228155459745,72.60269623166909,23.416233769867848,0,0,0,69.19607976503323,70.34250453720509,62.85169426751592,76.17872093023256,86.47750915750916,63.64151236749117,11.26,8.16,,0,0
2006-09-01,2006,9,2006-09,17.779539559014268,19.94199092088197,4.050648508430609,4.3132295719844365,47.40823605706874,37.50306072896647,42.06440184122511,10.94,9.89,6.37,21.88591581552084,48.66368463882013,20.069645874493133,5.762471991593218,778,1142,1920,50.5466579993882,,-9.334246575342464,0.0,False,4.9,7.04,6.44,4.9,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,37.50306072896647,8.363878080415045,37.72153047989624,0,0,0.4497381564498703,70.54960045434098,25.83211786608635,0,0,0,50.5466579993882,38.51863247863248,47.25356667833392,51.71344827586207,44.1948918469218,43.924864130434784,10.9,7.71,,0,0
2006-10-01,2006,10,2006-10,16.553658842726247,20.16737793397765,7.545123634994352,5.887347809715074,51.595048324337895,32.08381304086835,39.08781673621286,10.58,9.51,6.16,21.96743412462594,50.18848741098812,17.884076932660797,6.073255273243403,788,1152,1940,56.12313320150998,,-9.334246575342464,0.0,False,5.85,5.55,4.03,5.85,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,32.08381304086835,13.432471444709424,36.7210367767039,0,0,0.4376986687153368,72.15592153561406,23.9573322059042,0,0,0,56.12313320150998,45.59585492227979,54.50964329643296,64.7417027027027,48.75757396449704,50.10926925608953,10.26,7.55,,0,0
2006-11-01,2006,11,2006-11,12.859468223086902,21.069001297016865,13.404961089494162,8.307717250324254,57.24302853437095,22.464688805494585,36.80623097075693,10.18,9.24,6.04,17.285514160737836,51.57204118228778,19.857858082498023,7.38387383415272,790,1155,1945,65.53661434108527,,-9.334246575342464,0.0,False,7.41,7.06,6.83,7.41,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,22.464688805494585,21.712678339818417,33.92846952010377,0,0,0.3351721933913774,68.85755534302561,27.241731916650743,0,0,0,65.53661434108527,51.26420875420875,62.33096307692308,73.34308641975309,54.55347799511002,55.74605633802817,9.66,7.69,,0,0
2006-12-01,2006,12,2006-12,13.002541734655454,21.295311911635498,19.56806200577381,10.878247772059746,66.61177356595958,19.51988520735035,31.96929127033179,9.84,9.08,6.0,16.690747063471235,51.59607361812967,20.96140139582256,7.157761908589928,778,1142,1920,65.27831454783748,,-9.334246575342464,0.0,False,6.73,7.86,7.13,6.73,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,19.51988520735035,30.446309777833555,34.29785364629095,1,0,0.3234887054972821,68.28682068160091,28.11916330441249,0,0,0,65.27831454783748,51.55004008016032,59.01072264836496,65.83990220048899,53.36539705882353,54.13790082644629,9.11,7.75,,0,0
2007-01-01,2007,1,2007-01,14.062664742061,22.664020333877243,25.200043931216268,13.546849504204843,77.65548512614535,18.10904241885462,29.185343826081684,10.06,9.12,6.13,17.388719928580556,49.70975404987571,20.93342992874414,8.0643166164911,765,1125,1890,60.37230564784053,,-10.161643835616438,0.0,False,6.55,7.58,6.41,6.55,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,18.109042418854617,38.74689343542112,36.72668507593824,1,0,0.3498049881947471,67.09847397845627,28.99774654523524,0,0,0,60.37230564784053,49.73279605263158,53.81628894318876,79.41544802867384,59.76664224664225,55.20474137931034,9.23,7.77,,0,0
2007-02-01,2007,2,2007-02,14.781996942745971,24.02685519733185,31.248645080600333,16.580496108949415,89.14511534185658,16.581948305366467,26.952520174765475,9.89,9.34,6.16,17.82693464836616,50.614922104106384,20.1790410318016,6.529605781999657,755,1112,1867,64.24546031746031,,-10.161643835616438,0.0,False,8.0,7.78,7.13,8.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,16.58194830536647,47.82914118954975,38.80885214007783,1,0,0.3522070944157368,68.44185675247255,26.708646813801256,0,0,0,64.24546031746031,71.60744703389831,58.41430928626247,94.53086309523808,78.38131791907514,58.82956903431764,9.28,7.78,,0,0
2007-03-01,2007,3,2007-03,13.054317810970252,21.397357851135933,19.346397640266098,11.116919794150872,66.78580394125768,19.546545883392145,32.03878157992416,10.27,9.35,6.22,17.53786720340083,49.86752403065925,20.065810739314703,8.505922751383292,752,1108,1860,54.94363677332132,,-10.161643835616438,0.0,False,7.11,7.95,7.48,7.11,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,19.546545883392145,30.46331743441697,34.45167566210618,0,0,0.3516891512924986,67.40539123406008,28.571733490697994,0,0,0,54.94363677332132,56.49207334273625,37.239892708333336,81.54501718213058,71.10891940298508,50.83664511958629,9.19,7.85,,0,0
2007-04-01,2007,4,2007-04,14.69338521400778,20.702367055771724,13.2201037613489,8.42571335927367,58.6829766536965,25.038581973639936,35.278317897781115,10.63,9.38,6.19,19.84397235475114,48.24662454768326,18.903309144785023,8.94561220160085,762,1122,1884,64.74906126687435,,-10.161643835616438,0.0,False,7.6,7.71,6.99,7.6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,25.03858197363993,21.64581712062257,35.39575226977951,0,0,0.411302812181998,68.0905969024344,27.848921346385872,0,0,0,64.74906126687435,62.45291743119266,49.35424903722721,80.94785714285715,71.323483436853,59.78957099697885,9.28,7.88,,0,0
2007-05-01,2007,5,2007-05,15.912168946905986,19.63631228818878,6.769298355717333,5.2826973766788,48.96350571105811,32.49801809700141,40.10397540581747,10.77,9.51,6.27,20.12996526696909,47.70198834937037,19.69231129076806,8.807772834604382,782,1148,1930,72.40296625580926,,-10.161643835616438,0.0,False,7.64,8.21,7.29,7.64,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,32.49801809700141,12.051995732396133,35.54848123509477,0,0,0.4219942598521638,67.83195361633946,28.50008412537244,0,0,0,72.40296625580926,67.79126884422111,54.00578376356154,77.12301127214171,74.03795075757576,65.9525658648339,9.58,7.87,,0,0
2007-06-01,2007,6,2007-06,20.37830739299611,19.844876783398185,4.447762645914397,4.369941634241245,50.44607652399482,40.39621868967968,39.33879134080707,11.09,9.95,6.59,22.470118503896984,47.83199205196891,18.999902779584183,7.035462361136494,808,1178,1986,70.08531438551921,,-10.161643835616438,0.0,False,7.35,8.35,7.34,7.35,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,40.39621868967968,8.817704280155642,40.2231841763943,0,1,0.4697717477349356,70.3021105558659,26.03536514072068,0,0,0,70.08531438551921,70.57688505747126,50.92441259931896,75.32266401590458,77.61566422795534,71.49772119119551,10.66,8.03,,0,0
2007-07-01,2007,7,2007-07,23.864723233337514,19.26521902849253,3.690724237479603,3.841094514873855,52.11541358102172,45.792063409870096,36.96645139070359,11.07,10.14,6.71,24.79046872872061,47.06036330038695,18.497875278576213,6.286944079151484,832,1205,2037,79.87978523046424,,-10.161643835616438,0.0,False,6.22,7.61,6.91,6.22,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,45.79206340987009,7.531818752353458,43.129942261830045,0,1,0.5267802241661992,71.85083202910756,24.7848193577277,0,0,0,79.87978523046424,61.06103535353535,60.75305199698568,71.85649572649572,81.68680766161214,83.86324067022086,10.35,7.78,,0,0
2007-08-01,2007,8,2007-08,30.420264842475213,19.93024350445588,3.5149679929710054,3.987730638885402,59.51656834442073,51.11226283483615,33.486882827518066,11.07,10.07,6.84,28.76704306762396,45.07736421124453,17.24786301672218,5.38531509218513,852,1228,2080,71.55700520144583,,-10.161643835616438,0.0,False,6.22,6.84,5.97,6.22,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,51.11226283483615,7.502698631856408,50.35050834693109,0,1,0.6381704780433465,73.84440727886849,22.63317810890732,0,0,0,71.55700520144583,80.02904306220096,59.96151601239669,73.06903765690376,93.07637358184763,71.15758807588075,11.02,7.69,,0,0
2007-09-01,2007,9,2007-09,22.15716601815824,20.079669260700385,3.775583657587548,4.1284046692607,51.577691309987024,42.95881699122878,38.930919067353344,10.96,9.9,6.52,24.910841676116046,47.66296415812777,19.015119771275423,4.9740491860096,868,1248,2116,57.17118878830843,,-10.161643835616438,0.0,False,6.08,6.81,5.32,6.08,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,42.95881699122879,7.903988326848248,42.23683527885862,0,0,0.5226456666327183,72.57380583424381,23.989168957285024,0,0,0,57.17118878830843,53.862122260668976,55.279545454545456,69.84155606407323,66.16840844266972,54.02628158844765,10.96,7.76,,0,0
2007-10-01,2007,10,2007-10,18.9560687837329,20.2779277017698,5.468557800928831,4.948255303125392,51.0732396134053,37.115461888102864,39.70362533346604,10.82,9.77,6.46,23.55814551917192,48.77535680566701,18.54680780325652,5.478461256642971,878,1262,2140,70.39484505363528,,-10.161643835616438,0.0,False,6.74,7.55,6.1,6.74,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,37.115461888102864,10.416813104054224,39.2339964855027,0,0,0.4829927869730067,72.33350232483893,24.025269059899493,0,0,0,70.39484505363528,60.19117142857143,63.02046354418155,70.73624319419238,76.01325571725572,61.26452999679179,10.66,7.75,,0,0
2007-11-01,2007,11,2007-11,14.53242542153048,21.796206225680933,13.147762645914396,8.341342412451363,59.47684824902724,24.4337517023158,36.64653872448162,10.7,9.5,6.28,19.3047782256316,50.74217267733764,20.661812369550685,5.985749425767304,882,1268,2150,64.22753653444677,,-10.161643835616438,0.0,False,7.1,8.67,6.66,7.1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,24.4337517023158,21.48910505836576,36.32863164721141,0,0,0.3804483964135312,70.04695090296924,26.64756179531799,0,0,0,64.22753653444677,58.38854251012146,64.4865096637973,73.11094188376754,64.63415970287836,53.22293363499246,9.78,7.66,,0,0
2007-12-01,2007,12,2007-12,15.611428392117483,22.66753483117861,22.495010669009663,12.393372662231704,75.27494665495168,20.73920884152569,30.11298690795886,10.33,9.42,6.26,19.292432413483606,50.19772433985432,20.7868137386073,6.306069227289263,872,1255,2127,70.98515861674764,,-10.161643835616438,0.0,False,7.11,8.48,7.35,7.11,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,20.739208841525688,34.888383331241364,38.278963223296095,1,0,0.3843288250054483,69.49015675333793,27.092882965896564,0,0,0,70.98515861674764,65.8034025974026,65.98258602978942,111.5686934023286,76.63149774774774,59.77078094494338,9.21,7.69,,0,0
2008-01-01,2008,1,2008-01,16.676917283795657,23.905610643906112,27.728222668507595,14.972637128153634,85.77852391113343,19.44183290105685,27.86899278970145,10.14,9.39,6.33,20.000059309347584,50.37914483091285,19.486191768671684,6.905981801711215,862,1242,2104,77.3458738231793,,-7.849315068493151,0.0,False,7.99,8.23,6.94,7.99,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4_EARLY_SHALE,1,1,0,1,0,1,0,0,0,0,19.44183290105685,42.70085979666123,40.58252792770177,1,0,0.3969908456460235,70.37920414026044,26.3921735703829,0,0,0,77.3458738231793,65.87518633540373,77.77854060913705,98.96173076923075,78.0210717196414,65.58698871650212,9.01,7.99,,0,0
