date,year,month,period,electric_power_bcfd,industrial_bcfd,residential_bcfd,commercial_bcfd,total_bcfd,electric_power_share_pct,industrial_share_pct,residential_cents_kwh,commercial_cents_kwh,industrial_cents_kwh,gas_share_pct,coal_share_pct,nuclear_share_pct,renewable_share_pct,gas_rigs,oil_rigs,total_rigs,caiso_wholesale_mwh,henry_hub_mmbtu,net_exports_bcfd,lng_exports_bcfd,is_net_exporter,henry_hub_spot,texas_citygate,california_citygate,gas_price,post_order436,post_order636,post_order888,post_epact2005,shale_boom,post_caa1990,post_mats,post_cpp,post_rggi,post_ca_cap,post_lng_exports,us_net_exporter,post_ira,post_lng_pause,era,post_nepa,post_epact2005_permitting,post_fra2023,post_certificate_policy,post_mvp_approval,post_order2003,post_order2023,post_order1000,post_order1920,post_401_battles,power_share_of_gas,heating_demand,base_demand,is_winter,is_summer,gas_coal_ratio,thermal_share,clean_share,post_coal_decline,post_major_coal_ret,shale_era,caiso_wholesale_historical_mwh,indiana_wholesale_mwh,midc_wholesale_mwh,isone_wholesale_mwh,pjm_wholesale_mwh,palo_verde_wholesale_mwh,ca_industrial_cents_kwh,tx_industrial_cents_kwh,ercot_wholesale_mwh,post_obbba,ira_era
1997-11-01,1997,11,1997-11,7.979928664072633,26.46705577172504,16.125486381322958,9.908203631647211,62.60509079118028,12.746453304715653,42.27620379947388,,,,,,,,502,778,1280,,,-7.876712328767123,0.0,False,3.01,3.86,3.3,3.01,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2_EARLY_DEREGULATION,1,0,0,0,0,0,0,0,0,0,12.746453304715653,26.03369001297017,34.446984435797674,0,0,,,0.0,0,0,0,,,,,,,,,,0,0
1997-12-01,1997,12,1997-12,8.464039161541358,27.210430525919417,22.93931216267102,13.004236224425757,74.1590623823271,11.41335784142604,36.69198295096562,,,,,,,,492,765,1257,,,-7.876712328767123,0.0,False,2.35,3.97,2.65,2.35,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2_EARLY_DEREGULATION,1,0,0,0,0,0,0,0,0,0,11.41335784142604,35.943548387096776,35.67446968746077,1,0,,,0.0,0,0,0,,,,,,,,,,0,0
1998-01-01,1998,1,1998-01,7.563292330864817,27.15272373540856,25.48349441445965,14.14239989958579,76.64861302874357,9.86748752782852,35.4249381201799,,,,,,,,478,745,1223,,,-8.126027397260273,0.0,False,2.09,3.03,2.35,2.09,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2_EARLY_DEREGULATION,1,0,0,0,0,0,0,0,0,0,9.86748752782852,39.62589431404544,34.716016066273376,1,0,,,0.0,0,0,0,,,,,,,,,,0,0
1998-02-01,1998,2,1998-02,6.544225958866036,27.88514452473596,24.034845747637576,13.638583935519732,74.34758893829905,8.802203342864393,37.506454375915,,,,,,,,462,722,1184,,,-8.126027397260273,0.0,False,2.23,2.61,2.12,2.23,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2_EARLY_DEREGULATION,1,0,0,0,0,0,0,0,0,0,8.802203342864393,37.67342968315731,34.429370483602,1,0,,,0.0,0,0,0,,,,,,,,,,0,0
1998-03-01,1998,3,1998-03,8.58453621187398,25.788408434793524,20.321921676917285,11.512520396636123,68.23879753985189,12.580139922396135,37.79141685451437,,,,,,,,440,695,1135,,,-8.126027397260273,0.0,False,2.24,2.65,2.38,2.24,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2_EARLY_DEREGULATION,1,0,0,0,0,0,0,0,0,0,12.580139922396135,31.834442073553408,34.372944646667506,0,0,,,0.0,0,0,0,,,,,,,,,,0,0
1998-04-01,1998,4,1998-04,8.685408560311284,25.11929312581064,13.22153047989624,8.295103761348898,56.99565499351492,15.23872049772834,44.072294859439296,,,,,,,,418,665,1083,,,-8.126027397260273,0.0,False,2.43,2.68,2.33,2.43,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2_EARLY_DEREGULATION,1,0,0,0,0,0,0,0,0,0,15.23872049772834,21.516634241245136,33.80470168612192,0,0,,,0.0,0,0,0,,,,,,,,,,0,0
1998-05-01,1998,5,1998-05,12.831743441697002,23.473296096397643,6.929521777331493,5.32336513116606,49.97269988703401,25.677506860153343,46.97223914149185,,,,,,,,395,632,1027,,,-8.126027397260273,0.0,False,2.14,2.65,2.49,2.14,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2_EARLY_DEREGULATION,1,0,0,0,0,0,0,0,0,0,25.677506860153347,12.252886908497551,36.30503953809465,0,0,,,0.0,0,0,0,,,,,,,,,,0,0
1998-06-01,1998,6,1998-06,17.288878080415042,23.35259403372244,4.951621271076523,4.464591439688716,51.4829766536965,33.58173750657383,45.35983649664459,,,,,,,,368,598,966,,,-8.126027397260273,0.0,False,2.17,2.36,2.34,2.17,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2_EARLY_DEREGULATION,1,0,0,0,0,0,0,0,0,0,33.58173750657382,9.41621271076524,40.641472114137486,0,1,,,0.0,0,0,0,,,,,,,,,,0,0
1998-07-01,1998,7,1998-07,19.85753734153383,24.11908497552404,4.154324086858289,4.46570227187147,54.08441069411321,36.71582455403404,44.595262601519416,,,,,,,,354,572,926,,,-8.126027397260273,0.0,False,2.17,2.62,2.39,2.17,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2_EARLY_DEREGULATION,1,0,0,0,0,0,0,0,0,0,36.71582455403404,8.62002635872976,43.976622317057874,0,1,,,0.0,0,0,0,,,,,,,,,,0,0
1998-08-01,1998,8,1998-08,20.193673904857537,24.608792519141456,3.6598154888916783,4.534266348688339,54.4942261830049,37.05653849830303,45.15853190849821,,,,,,,,335,548,883,,,-8.126027397260273,0.0,False,1.85,2.35,2.46,1.85,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2_EARLY_DEREGULATION,1,0,0,0,0,0,0,0,0,0,37.05653849830303,8.194081837580018,44.80246642399899,0,1,,,0.0,0,0,0,,,,,,,,,,0,0
1998-09-01,1998,9,1998-09,17.40155642023346,24.42298962386512,3.936997405966278,4.531031128404669,51.73274967574579,33.637408661445946,47.20991978378352,,,,,,,,322,532,854,,,-8.126027397260273,0.0,False,2.02,2.09,1.98,2.02,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2_EARLY_DEREGULATION,1,0,0,0,0,0,0,0,0,0,33.637408661445946,8.468028534370946,41.82454604409858,0,0,,,0.0,0,0,0,,,,,,,,,,0,0
1998-10-01,1998,10,1998-10,10.878624325342036,24.66788000502071,6.369900840968997,5.440598719718841,48.75489519266976,22.312886290395767,50.59569897040716,,,,,,,,312,518,830,,,-8.126027397260273,0.0,False,1.91,2.37,2.22,1.91,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2_EARLY_DEREGULATION,1,0,0,0,0,0,0,0,0,0,22.31288629039577,11.810499560687838,35.546504330362744,0,0,,,0.0,0,0,0,,,,,,,,,,0,0
1998-11-01,1998,11,1998-11,8.109824902723735,25.90217250324254,12.908365758754863,8.565823605706875,57.175097276264594,14.18419082618756,45.30324168594891,,,,,,,,308,512,820,,,-8.126027397260273,0.0,False,2.12,2.59,2.49,2.12,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2_EARLY_DEREGULATION,1,0,0,0,0,0,0,0,0,0,14.18419082618756,21.474189364461736,34.01199740596628,0,0,,,0.0,0,0,0,,,,,,,,,,0,0
1998-12-01,1998,12,1998-12,8.33259068658215,27.280971507468305,19.327005146228192,11.362338395883018,68.34529935985941,12.19190019595708,39.91638307680159,,,,,,,,302,502,804,,,-8.126027397260273,0.0,False,1.72,2.85,2.75,1.72,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2_EARLY_DEREGULATION,1,0,0,0,0,0,0,0,0,0,12.19190019595708,30.68934354211121,35.61356219405046,1,0,,,0.0,0,0,0,,,,,,,,,,0,0
1999-01-01,1999,1,1999-01,8.626741558930588,25.527300112965985,28.59175348311786,14.934887661604115,80.11472323333751,10.767985222647326,31.86343169234529,,,,,,,,292,488,780,,,-9.46027397260274,0.0,False,1.85,2.83,2.21,1.85,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3_MATURE_MARKET,1,0,0,0,0,0,0,0,0,0,10.767985222647326,43.52664114472198,34.15404167189657,1,0,,,0.0,0,0,0,,,,,,,,,,0,0
1999-02-01,1999,2,1999-02,8.12347137298499,26.195004168982766,23.96077682045581,13.90380072262368,74.44444830461369,10.912125159078572,35.187317208393274,,,,,,,,285,478,763,,,-9.46027397260274,0.0,False,1.77,2.61,2.2,1.77,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3_MATURE_MARKET,1,0,0,0,0,0,0,0,0,0,10.912125159078572,37.86457754307949,34.31847554196776,1,0,,,0.0,0,0,0,,,,,,,,,,0,0
1999-03-01,1999,3,1999-03,9.979226810593698,24.04396259570729,21.00131793648801,12.20384084347935,69.30566712689844,14.398861196042985,34.692635671023666,,,,,,,,280,472,752,,,-9.46027397260274,0.0,False,1.79,2.38,2.06,1.79,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3_MATURE_MARKET,1,0,0,0,0,0,0,0,0,0,14.398861196042985,33.20515877996736,34.023189406300986,0,0,,,0.0,0,0,0,,,,,,,,,,0,0
1999-04-01,1999,4,1999-04,12.78229571984436,23.59601167315175,13.624902723735408,8.41219195849546,60.17905317769132,21.24044006159741,39.2096758376699,,,,,,,,290,485,775,,,-9.46027397260274,0.0,False,2.15,2.45,2.15,2.15,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3_MATURE_MARKET,1,0,0,0,0,0,0,0,0,0,21.24044006159741,22.03709468223087,36.378307392996106,0,0,,,0.0,0,0,0,,,,,,,,,,0,0
1999-05-01,1999,5,1999-05,13.198286682565584,22.206037404292708,7.366762896949918,5.530061503702774,49.72878749843103,26.54053586764406,44.6542908471141,,,,,,,,305,508,813,,,-9.46027397260274,0.0,False,2.26,2.86,2.7,2.26,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3_MATURE_MARKET,1,0,0,0,0,0,0,0,0,0,26.54053586764406,12.896824400652692,35.404324086858296,0,0,,,0.0,0,0,0,,,,,,,,,,0,0
1999-06-01,1999,6,1999-06,16.19743839169909,22.23780804150454,5.130836575875487,4.659597924773022,49.62042801556421,32.6426817330526,44.81583277461717,,,,,,,,328,538,866,,,-9.46027397260274,0.0,False,2.3,2.78,2.6,2.3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3_MATURE_MARKET,1,0,0,0,0,0,0,0,0,0,32.6426817330526,9.790434500648509,38.43524643320363,0,1,,,0.0,0,0,0,,,,,,,,,,0,0
1999-07-01,1999,7,1999-07,21.13985816493033,22.206633613656333,3.971413329986193,4.148487510982805,52.91718965733652,39.94894343751205,41.96487711735004,,,,,,,,354,572,926,,,-9.46027397260274,0.0,False,2.31,2.77,2.61,2.31,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3_MATURE_MARKET,1,0,0,0,0,0,0,0,0,0,39.94894343751202,8.119900840968999,43.34649177858667,0,1,,,0.0,0,0,0,,,,,,,,,,0,0
1999-08-01,1999,8,1999-08,21.01929835571733,23.64823647546128,3.647263712815363,4.299265721099536,54.10822768921802,38.84676925004103,43.70543535687381,,,,,,,,372,602,974,,,-9.46027397260274,0.0,False,2.8,2.98,2.82,2.8,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3_MATURE_MARKET,1,0,0,0,0,0,0,0,0,0,38.84676925004102,7.946529433914899,44.66753483117861,0,1,,,0.0,0,0,0,,,,,,,,,,0,0
1999-09-01,1999,9,1999-09,14.043677042801557,25.33388456549936,4.372924773022049,4.454150453955902,49.632684824902725,28.2952193546364,51.04274462458319,,,,,,,,392,628,1020,,,-9.46027397260274,0.0,False,2.55,2.98,3.02,2.55,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3_MATURE_MARKET,1,0,0,0,0,0,0,0,0,0,28.2952193546364,8.82707522697795,39.37756160830092,0,0,,,0.0,0,0,0,,,,,,,,,,0,0
1999-10-01,1999,10,1999-10,11.58767415589306,25.053313668884147,7.327350320070289,5.664239989958579,51.12903225806452,22.66358983171513,49.00017184450528,,,,,,,,408,652,1060,,,-9.46027397260274,0.0,False,2.73,3.17,3.44,2.73,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3_MATURE_MARKET,1,0,0,1,0,0,0,0,0,0,22.66358983171513,12.991590310028869,36.640987824777206,0,0,,,0.0,0,0,0,,,,,,,,,,0,0
1999-11-01,1999,11,1999-11,8.547568093385216,25.964299610894944,12.049124513618676,7.949156939040207,56.19691958495461,15.21002958260656,46.20235379920409,,,,,,,,420,668,1088,,,-9.46027397260274,0.0,False,2.37,3.44,3.27,2.37,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3_MATURE_MARKET,1,0,0,1,0,0,0,0,0,0,15.21002958260656,19.998281452658883,34.511867704280164,0,0,,,0.0,0,0,0,,,,,,,,,,0,0
1999-12-01,1999,12,1999-12,8.438402158905486,27.03966361240116,20.69806702648425,11.547288816367516,69.84398142337142,12.081788562073298,38.71437890760485,,,,,,,,428,678,1106,,,-9.46027397260274,0.0,False,2.36,2.91,2.65,2.36,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3_MATURE_MARKET,1,0,0,1,0,0,0,0,0,0,12.081788562073296,32.245355842851765,35.478065771306646,1,0,,,0.0,0,0,0,,,,,,,,,,0,0
