region,category,level,parent,display_name,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
china,gen_coal_unabated,3,generation,Coal (unabated),44.10,39.40,35.80,32.80,31.10,27.40,28.20,32.60,36.40,45.40,53.90
china,gen_fossil_ccus,3,generation,Fossil fuels with CCUS,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.30,0.60,0.70,0.70
china,gen_nuclear,3,generation,Nuclear,13.70,12.50,10.30,8.70,8.30,9.10,10.40,11.90,14.90,19.00,21.90
china,gen_oil_gas_unabated,3,generation,Oil & natural gas (unabated),8.50,9.30,10.40,10.30,9.10,7.40,7.80,10.40,15.00,17.70,10.70
china,gen_other_clean,3,generation,Other clean power,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,1.70
china,gen_other_clean_ammonia,4,gen_other_clean,Ammonia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
china,gen_other_clean_heat_pumps,4,gen_other_clean,Large scale heat pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,1.70
china,gen_other_clean_hydrogen,4,gen_other_clean,Hydrogen,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
china,gen_renewables,3,generation,Renewables,109.60,123.10,139.10,143.00,168.10,174.90,166.10,239.30,334.60,344.60,326.70
china,gen_renewables_other,4,gen_renewables,Other renewables,19.70,24.50,32.30,40.10,43.00,40.40,34.70,27.30,22.10,18.70,17.40
china,gen_renewables_solar,4,gen_renewables,Solar,41.10,66.40,65.40,46.70,43.30,48.70,65.60,135.50,211.70,218.90,203.90
china,gen_renewables_wind,4,gen_renewables,Wind,48.70,32.20,41.40,56.10,81.90,85.80,65.80,76.40,100.80,107.00,105.40
china,gen_waste_nonrenewable,3,generation,Waste: non-renewable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.50,0.80
china,generation,2,power,Generation,175.90,184.30,195.60,194.70,216.70,218.70,212.60,294.60,401.60,428.80,416.40
china,memo_oil_gas_upstream,0,,Memo: Oil & gas upstream,54.20,38.90,41.70,49.60,60.00,53.30,56.80,58.40,58.70,57.30,55.20
china,memo_transitional_fossil,0,,Memo: Transitional fossil fuels,0.00,0.10,0.10,0.10,0.10,0.10,0.10,0.30,0.30,0.30,0.30
china,other_end_use,2,end_use,Other end-use,47.70,65.20,69.50,57.80,44.40,42.00,59.90,86.80,83.60,80.90,91.10
china,other_end_use_buildings,3,other_end_use,Other end-use: Buildings,18.10,20.30,22.10,23.60,23.00,21.90,20.20,19.50,18.50,18.80,19.60
china,other_end_use_industry,3,other_end_use,Other end-use: Industry,0.00,1.10,4.40,2.10,0.40,0.30,0.90,0.30,0.90,3.30,4.50
china,other_end_use_renewables,2,end_use,Other end-use renewables,28.30,28.61,30.66,32.83,34.57,34.68,40.44,45.07,45.69,46.41,
china,other_end_use_transport,3,other_end_use,Other end-use: Transport,29.60,43.80,42.90,32.10,21.00,19.80,38.70,67.00,64.20,58.70,67.00
china,power,1,,Power,255.20,276.40,282.80,280.00,294.60,294.60,285.30,377.10,489.30,533.50,524.40
china,supply_by_type,1,,Supply (by type),397.41,401.72,410.34,424.34,511.57,522.35,528.81,599.89,654.82,,
china,supply_electricity_networks,1,,Supply: Electricity networks,83.58,98.01,92.41,89.82,84.54,80.24,76.90,89.28,89.71,,
china,supply_fossil_no_ccus,2,supply_by_type,Supply: Fossil fuels (no CCUS),200.32,174.47,168.01,180.94,227.25,213.25,222.94,225.09,236.94,,
china,supply_other,1,,Supply: Other,10.37,9.60,8.54,8.05,8.56,10.59,12.60,22.19,33.49,,
china,supply_renewables,1,,Supply: Renewables,103.07,119.55,142.16,145.39,190.63,218.63,216.48,262.79,294.02,,
china,total,0,,Total,535.30,547.60,564.80,561.90,588.80,570.90,589.90,721.80,844.40,883.60,892.80
emde,battery_storage,2,power,Battery storage,0.00,0.10,0.20,0.70,0.80,1.40,1.90,6.20,11.40,22.50,21.10
emde,clean_energy,1,total,of which: Clean energy,580.40,636.30,639.10,614.60,605.60,601.80,632.60,769.00,902.40,967.20,1009.20
emde,clean_fuels,2,fuels,Clean Fuels,3.40,3.60,3.20,2.90,3.50,3.10,4.30,7.70,7.10,9.10,14.20
emde,direct_air_capture,2,fuels,Direct Air Capture,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
emde,efficiency_buildings,3,energy_efficiency,Efficiency: Buildings,68.50,70.80,73.40,73.40,76.00,75.30,79.40,80.20,86.50,92.70,94.20
emde,efficiency_industry,3,energy_efficiency,Efficiency: Industry,22.30,20.60,20.50,17.00,13.70,11.80,11.00,10.30,11.10,15.90,18.60
emde,efficiency_transport,3,energy_efficiency,Efficiency: Transport,6.90,20.70,23.40,26.10,28.30,27.40,26.60,25.50,28.10,30.00,26.80
emde,electricity_networks,2,power,Electricity networks,191.80,201.80,188.20,175.30,150.30,139.70,138.70,145.40,155.80,166.20,177.20
emde,end_use,1,,End-use,183.90,216.40,220.70,192.80,175.40,178.10,205.00,234.40,240.00,257.00,283.30
emde,energy_efficiency,2,end_use,Energy efficiency,97.70,112.20,117.30,116.60,118.00,114.50,117.00,116.00,125.70,138.60,139.70
emde,fossil_coal,3,fossil_fuels,Coal,111.20,90.60,95.70,97.00,115.20,107.60,114.20,129.00,136.60,144.00,150.20
emde,fossil_fuels,2,fuels,Fossil fuels,728.60,616.30,589.30,596.80,606.80,542.10,574.70,583.30,610.40,627.50,637.20
emde,fossil_gas,3,fossil_fuels,Gas,178.70,161.30,146.80,143.00,142.30,128.60,136.80,140.70,145.60,149.00,157.70
emde,fossil_oil,3,fossil_fuels,Oil,438.70,364.40,346.80,356.80,349.30,305.90,323.70,313.60,328.30,334.50,329.30
emde,fuels,1,,Fuels,732.00,619.90,592.50,599.70,610.30,545.20,578.90,591.00,617.50,636.60,651.30
emde,gen_coal_unabated,3,generation,Coal (unabated),76.10,68.30,63.10,59.40,55.90,52.50,56.30,61.50,65.00,72.60,77.70
emde,gen_fossil_ccus,3,generation,Fossil fuels with CCUS,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.30,0.60,0.70,0.70
emde,gen_nuclear,3,generation,Nuclear,23.70,22.50,20.40,21.60,25.30,28.20,31.20,33.60,37.70,43.00,46.10
emde,gen_oil_gas_unabated,3,generation,Oil & natural gas (unabated),55.30,57.40,55.40,47.20,40.80,31.30,35.90,42.50,54.50,65.00,47.90
emde,gen_other_clean,3,generation,Other clean power,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,1.70
emde,gen_other_clean_ammonia,4,gen_other_clean,Ammonia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
emde,gen_other_clean_heat_pumps,4,gen_other_clean,Large scale heat pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,1.70
emde,gen_other_clean_hydrogen,4,gen_other_clean,Hydrogen,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
emde,gen_renewables,3,generation,Renewables,177.00,191.30,205.60,220.60,249.30,250.30,249.70,339.50,448.50,466.20,459.70
emde,gen_renewables_other,4,gen_renewables,Other renewables,55.20,54.30,55.70,61.40,64.50,65.00,63.40,59.70,56.80,55.10,56.40
emde,gen_renewables_solar,4,gen_renewables,Solar,57.50,89.00,91.60,88.10,87.80,82.90,103.60,184.20,268.90,279.70,269.70
emde,gen_renewables_wind,4,gen_renewables,Wind,64.20,48.00,58.30,71.10,97.00,102.40,82.70,95.60,122.80,131.40,133.60
emde,gen_waste_nonrenewable,3,generation,Waste: non-renewable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,1.70,2.20,1.80
emde,generation,2,power,Generation,332.00,339.50,344.40,348.90,371.30,362.40,373.10,478.10,608.10,650.50,635.60
emde,memo_oil_gas_upstream,0,,Memo: Oil & gas upstream,473.70,378.50,342.90,350.20,348.50,282.20,290.60,294.00,320.80,339.60,335.20
emde,memo_transitional_fossil,0,,Memo: Transitional fossil fuels,0.60,0.60,0.80,0.80,1.00,0.90,1.80,1.90,1.30,1.70,5.20
emde,other_end_use,2,end_use,Other end-use,86.10,104.20,103.40,76.20,57.40,63.70,88.00,118.40,114.30,118.40,143.60
emde,other_end_use_buildings,3,other_end_use,Other end-use: Buildings,22.70,24.90,26.80,28.20,27.90,26.80,25.00,24.00,24.60,27.40,30.90
emde,other_end_use_industry,3,other_end_use,Other end-use: Industry,2.30,4.90,6.50,5.10,1.80,4.80,4.40,3.80,2.80,6.60,10.80
emde,other_end_use_renewables,2,end_use,Other end-use renewables,2.84,4.14,4.18,3.70,3.77,3.65,3.82,3.99,4.13,4.26,
emde,other_end_use_transport,3,other_end_use,Other end-use: Transport,61.10,74.40,70.00,42.90,27.80,32.10,58.60,90.60,87.00,84.40,101.90
emde,power,1,,Power,523.80,541.40,532.90,524.80,522.40,503.40,513.70,629.70,775.30,839.20,833.90
emde,supply_by_type,1,,Supply (by type),845.44,723.74,695.74,691.43,632.20,540.65,583.73,645.12,693.59,,
emde,supply_electricity_networks,1,,Supply: Electricity networks,118.47,115.24,106.41,95.31,76.79,68.50,71.30,72.59,73.77,,
emde,supply_fossil_no_ccus,2,supply_by_type,Supply: Fossil fuels (no CCUS),651.58,532.04,512.65,506.19,446.95,358.64,390.95,438.34,476.03,,
emde,supply_other,1,,Supply: Other,7.35,8.82,10.18,11.09,13.46,14.97,15.40,17.02,21.22,,
emde,supply_renewables,1,,Supply: Renewables,68.39,68.17,65.91,78.41,94.78,97.68,105.87,117.39,122.78,,
emde,total,0,,Total,1439.70,1377.60,1346.10,1317.30,1308.20,1226.80,1297.60,1455.20,1632.80,1732.80,1768.60
eurasia,battery_storage,2,power,Battery storage,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
eurasia,clean_energy,1,total,of which: Clean energy,42.90,40.60,35.40,23.00,26.00,27.90,36.40,32.30,33.90,36.60,43.20
eurasia,clean_fuels,2,fuels,Clean Fuels,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10
eurasia,direct_air_capture,2,fuels,Direct Air Capture,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
eurasia,efficiency_buildings,3,energy_efficiency,Efficiency: Buildings,2.30,2.30,2.20,2.10,2.10,2.20,2.50,2.70,3.10,3.30,3.70
eurasia,efficiency_industry,3,energy_efficiency,Efficiency: Industry,0.50,0.70,0.80,0.70,0.60,0.90,0.90,0.80,1.00,1.30,1.00
eurasia,efficiency_transport,3,energy_efficiency,Efficiency: Transport,0.20,0.60,1.00,1.10,1.20,1.80,2.30,2.40,2.10,2.10,2.50
eurasia,electricity_networks,2,power,Electricity networks,9.20,9.40,9.30,8.80,8.60,7.60,7.90,6.00,7.10,7.70,8.20
eurasia,end_use,1,,End-use,28.70,26.30,21.10,6.70,6.10,7.40,14.60,13.50,14.40,15.60,20.60
eurasia,energy_efficiency,2,end_use,Energy efficiency,3.00,3.60,4.00,3.90,3.90,4.90,5.70,5.90,6.20,6.70,7.20
eurasia,fossil_coal,3,fossil_fuels,Coal,9.40,9.00,10.90,10.70,11.70,9.30,9.80,9.70,9.50,9.00,5.50
eurasia,fossil_fuels,2,fuels,Fossil fuels,138.50,131.10,139.70,137.30,130.90,110.20,110.00,92.60,90.50,81.50,82.00
eurasia,fossil_gas,3,fossil_fuels,Gas,44.10,43.20,41.00,38.00,35.00,32.60,35.00,29.20,28.60,26.40,27.70
eurasia,fossil_oil,3,fossil_fuels,Oil,85.00,78.90,87.80,88.60,84.20,68.30,65.20,53.70,52.30,46.20,48.80
eurasia,fuels,1,,Fuels,138.50,131.20,139.80,137.30,130.90,110.20,110.00,92.60,90.50,81.60,82.10
eurasia,gen_coal_unabated,3,generation,Coal (unabated),1.50,1.00,0.70,0.50,0.50,1.10,2.20,3.40,4.70,5.60,5.90
eurasia,gen_fossil_ccus,3,generation,Fossil fuels with CCUS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
eurasia,gen_nuclear,3,generation,Nuclear,2.20,1.60,1.30,2.60,5.30,7.50,8.70,8.20,8.10,8.80,8.80
eurasia,gen_oil_gas_unabated,3,generation,Oil & natural gas (unabated),7.50,8.60,8.30,6.30,4.80,3.40,5.20,7.60,11.20,14.30,13.50
eurasia,gen_other_clean,3,generation,Other clean power,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
eurasia,gen_other_clean_ammonia,4,gen_other_clean,Ammonia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
eurasia,gen_other_clean_heat_pumps,4,gen_other_clean,Large scale heat pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
eurasia,gen_other_clean_hydrogen,4,gen_other_clean,Hydrogen,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
eurasia,gen_renewables,3,generation,Renewables,2.70,3.00,3.40,4.60,5.70,5.00,4.00,3.70,3.80,4.00,4.50
eurasia,gen_renewables_other,4,gen_renewables,Other renewables,2.30,2.50,2.20,1.90,1.80,1.50,1.30,1.20,1.20,1.30,1.50
eurasia,gen_renewables_solar,4,gen_renewables,Solar,0.20,0.30,0.90,2.00,2.20,1.50,1.30,1.40,1.50,1.70,1.90
eurasia,gen_renewables_wind,4,gen_renewables,Wind,0.10,0.20,0.30,0.70,1.70,2.10,1.40,1.20,1.10,1.00,1.10
eurasia,gen_waste_nonrenewable,3,generation,Waste: non-renewable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,1.20,1.20,0.60
eurasia,generation,2,power,Generation,13.80,14.20,13.70,14.00,16.20,17.10,20.10,23.60,28.90,33.90,33.40
eurasia,memo_oil_gas_upstream,0,,Memo: Oil & gas upstream,99.20,88.60,93.20,95.00,93.40,76.40,73.40,61.60,57.60,51.30,54.20
eurasia,memo_transitional_fossil,0,,Memo: Transitional fossil fuels,0.20,0.20,0.20,0.20,0.30,0.20,1.10,0.80,0.50,0.40,0.90
eurasia,other_end_use,2,end_use,Other end-use,25.70,22.70,17.10,2.80,2.20,2.50,8.90,7.60,8.20,8.80,13.50
eurasia,other_end_use_buildings,3,other_end_use,Other end-use: Buildings,0.20,0.10,0.10,0.10,0.20,0.30,0.40,0.40,1.00,1.60,2.10
eurasia,other_end_use_industry,3,other_end_use,Other end-use: Industry,0.10,0.20,0.20,0.30,0.20,0.10,1.70,0.40,0.00,0.20,0.30
eurasia,other_end_use_renewables,2,end_use,Other end-use renewables,0.25,0.53,0.50,0.35,0.35,0.32,0.31,0.34,0.34,0.35,
eurasia,other_end_use_transport,3,other_end_use,Other end-use: Transport,25.40,22.30,16.80,2.40,1.90,2.20,6.80,6.70,7.20,7.10,11.10
eurasia,power,1,,Power,23.00,23.60,23.00,22.90,24.90,24.70,28.10,29.60,36.00,41.60,41.60
eurasia,supply_by_type,1,,Supply (by type),179.86,150.78,148.63,135.70,113.08,100.27,105.12,99.84,100.27,,
eurasia,supply_electricity_networks,1,,Supply: Electricity networks,9.63,9.88,9.83,9.29,9.09,8.03,8.35,6.37,6.32,,
eurasia,supply_fossil_no_ccus,2,supply_by_type,Supply: Fossil fuels (no CCUS),163.70,135.70,132.47,117.39,93.27,81.10,86.38,82.71,81.74,,
eurasia,supply_other,1,,Supply: Other,3.34,2.40,2.65,3.67,4.79,5.50,5.93,6.53,7.91,,
eurasia,supply_renewables,1,,Supply: Renewables,2.58,3.33,3.72,5.24,6.44,5.60,4.54,4.24,4.32,,
eurasia,total,0,,Total,190.20,181.10,183.90,166.90,161.90,142.30,152.70,135.80,140.90,138.80,144.30
europe,battery_storage,2,power,Battery storage,0.20,0.40,0.60,0.90,0.90,1.20,3.10,6.80,13.30,16.00,21.10
europe,clean_energy,1,total,of which: Clean energy,247.60,249.20,260.70,273.00,279.10,304.00,355.60,404.90,448.30,462.10,494.40
europe,clean_fuels,2,fuels,Clean Fuels,1.20,1.30,1.50,1.60,1.50,1.60,2.00,2.20,3.50,4.80,6.50
europe,direct_air_capture,2,fuels,Direct Air Capture,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
europe,efficiency_buildings,3,energy_efficiency,Efficiency: Buildings,54.10,57.20,61.60,63.60,65.40,65.90,71.50,77.90,82.60,83.20,82.40
europe,efficiency_industry,3,energy_efficiency,Efficiency: Industry,4.90,4.70,4.60,4.20,4.60,5.40,5.90,5.80,5.80,4.10,5.10
europe,efficiency_transport,3,energy_efficiency,Efficiency: Transport,1.60,3.20,4.40,6.60,6.30,5.90,6.40,6.30,7.00,7.60,7.30
europe,electricity_networks,2,power,Electricity networks,54.10,53.00,53.30,54.90,55.00,56.80,61.00,61.20,74.80,83.60,89.10
europe,end_use,1,,End-use,93.60,102.50,115.80,123.00,129.10,144.40,163.50,184.20,200.90,201.50,206.20
europe,energy_efficiency,2,end_use,Energy efficiency,60.50,65.20,70.60,74.40,76.20,77.20,83.90,90.00,95.30,94.90,94.70
europe,fossil_coal,3,fossil_fuels,Coal,2.80,2.00,3.90,3.60,3.60,2.50,2.70,2.80,3.00,2.80,5.20
europe,fossil_fuels,2,fuels,Fossil fuels,102.60,79.20,78.00,76.60,75.00,61.70,66.00,62.70,66.40,69.20,75.40
europe,fossil_gas,3,fossil_fuels,Gas,44.80,35.60,33.90,33.40,33.90,30.40,32.90,31.50,35.50,37.80,43.60
europe,fossil_oil,3,fossil_fuels,Oil,55.00,41.60,40.20,39.70,37.50,28.80,30.40,28.40,27.90,28.60,26.60
europe,fuels,1,,Fuels,103.80,80.50,79.50,78.30,76.50,63.30,68.00,64.90,69.90,74.00,81.90
europe,gen_coal_unabated,3,generation,Coal (unabated),7.30,5.00,4.00,3.80,3.10,2.30,2.00,1.40,1.00,1.20,1.20
europe,gen_fossil_ccus,3,generation,Fossil fuels with CCUS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,1.10
europe,gen_nuclear,3,generation,Nuclear,6.40,6.20,5.20,6.20,9.70,15.60,23.80,26.00,19.80,16.20,17.30
europe,gen_oil_gas_unabated,3,generation,Oil & natural gas (unabated),11.90,11.60,10.40,9.20,8.50,8.00,9.00,9.90,11.00,12.00,6.20
europe,gen_other_clean,3,generation,Other clean power,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.40
europe,gen_other_clean_ammonia,4,gen_other_clean,Ammonia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
europe,gen_other_clean_heat_pumps,4,gen_other_clean,Large scale heat pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.40
europe,gen_other_clean_hydrogen,4,gen_other_clean,Hydrogen,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
europe,gen_renewables,3,generation,Renewables,92.00,85.70,84.00,86.10,82.40,84.00,102.00,124.20,135.40,138.10,149.90
europe,gen_renewables_other,4,gen_renewables,Other renewables,23.70,23.20,21.30,18.20,15.40,13.20,12.40,14.60,17.80,21.60,24.20
europe,gen_renewables_solar,4,gen_renewables,Solar,16.80,14.60,15.90,30.20,37.80,38.70,50.80,67.90,77.20,68.10,64.40
europe,gen_renewables_wind,4,gen_renewables,Wind,51.50,47.90,46.80,37.70,29.10,32.10,38.80,41.70,40.40,48.30,61.20
europe,gen_waste_nonrenewable,3,generation,Waste: non-renewable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.20,0.30,0.30
europe,generation,2,power,Generation,117.60,108.40,103.60,105.30,103.80,109.90,136.80,161.70,167.60,169.10,177.40
europe,memo_oil_gas_upstream,0,,Memo: Oil & gas upstream,73.60,51.90,42.00,44.20,45.80,38.00,37.70,34.20,35.70,39.40,41.20
europe,memo_transitional_fossil,0,,Memo: Transitional fossil fuels,0.20,0.20,0.30,0.30,0.30,0.40,0.10,0.30,0.40,0.40,0.50
europe,other_end_use,2,end_use,Other end-use,33.10,37.30,45.20,48.60,52.90,67.20,79.60,94.30,105.60,106.60,111.50
europe,other_end_use_buildings,3,other_end_use,Other end-use: Buildings,17.30,19.40,21.60,23.30,26.10,27.80,27.80,29.00,32.70,37.80,42.40
europe,other_end_use_industry,3,other_end_use,Other end-use: Industry,0.80,1.00,0.90,1.30,1.60,1.10,1.50,2.20,0.80,1.50,1.70
europe,other_end_use_renewables,2,end_use,Other end-use renewables,20.99,20.48,19.65,19.86,19.65,18.42,18.32,18.93,19.86,20.89,
europe,other_end_use_transport,3,other_end_use,Other end-use: Transport,15.00,16.90,22.70,24.00,25.20,38.30,50.40,63.00,72.00,67.30,67.50
europe,power,1,,Power,171.80,161.80,157.50,161.10,159.80,168.00,200.90,229.70,255.80,268.70,287.60
europe,supply_by_type,1,,Supply (by type),275.71,247.71,252.02,250.94,294.02,278.94,318.79,352.18,385.57,,
europe,supply_electricity_networks,1,,Supply: Electricity networks,57.30,56.11,56.33,58.05,58.80,61.50,66.45,70.11,70.87,,
europe,supply_fossil_no_ccus,2,supply_by_type,Supply: Fossil fuels (no CCUS),123.85,95.21,98.98,94.35,135.70,108.78,119.55,127.09,142.16,,
europe,supply_other,1,,Supply: Other,8.27,0.00,0.00,0.00,0.00,0.00,1.84,5.51,9.73,,
europe,supply_renewables,1,,Supply: Renewables,86.38,105.76,104.15,104.36,105.98,112.01,130.32,148.63,162.63,,
europe,total,0,,Total,369.30,344.70,352.80,362.30,365.50,375.60,432.40,478.80,526.60,544.20,575.80
middle_east,battery_storage,2,power,Battery storage,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00
middle_east,clean_energy,1,total,of which: Clean energy,30.90,33.70,30.30,26.50,22.10,24.10,22.20,23.90,28.30,33.00,40.70
middle_east,clean_fuels,2,fuels,Clean Fuels,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.20,0.70,1.60
middle_east,direct_air_capture,2,fuels,Direct Air Capture,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
middle_east,efficiency_buildings,3,energy_efficiency,Efficiency: Buildings,1.80,1.90,1.90,2.00,2.00,1.80,1.90,2.10,2.30,2.50,2.60
middle_east,efficiency_industry,3,energy_efficiency,Efficiency: Industry,1.80,2.20,2.50,2.70,2.60,2.10,1.60,1.60,1.40,2.00,2.60
middle_east,efficiency_transport,3,energy_efficiency,Efficiency: Transport,0.80,1.60,1.10,1.20,1.20,1.10,1.10,1.20,1.40,1.20,1.60
middle_east,electricity_networks,2,power,Electricity networks,20.60,21.90,18.00,13.50,9.90,13.20,11.10,11.90,12.60,13.30,14.20
middle_east,end_use,1,,End-use,5.70,6.90,6.50,6.90,6.70,6.10,5.70,6.20,10.00,12.10,14.80
middle_east,energy_efficiency,2,end_use,Energy efficiency,4.30,5.70,5.50,5.90,5.80,5.10,4.60,4.90,5.00,5.70,6.80
middle_east,fossil_coal,3,fossil_fuels,Coal,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30
middle_east,fossil_fuels,2,fuels,Fossil fuels,135.00,116.30,107.70,112.80,114.20,118.60,124.60,121.30,119.20,131.30,133.60
middle_east,fossil_gas,3,fossil_fuels,Gas,27.40,24.30,23.10,22.00,20.00,18.90,20.20,23.40,28.90,36.20,40.80
middle_east,fossil_oil,3,fossil_fuels,Oil,107.50,91.90,84.60,90.80,94.10,99.70,104.40,97.80,90.30,95.10,92.50
middle_east,fuels,1,,Fuels,135.00,116.30,107.70,112.80,114.20,118.60,124.60,121.40,119.40,132.00,135.20
middle_east,gen_coal_unabated,3,generation,Coal (unabated),0.00,0.00,0.00,0.00,0.00,0.10,0.20,0.20,0.20,0.20,0.20
middle_east,gen_fossil_ccus,3,generation,Fossil fuels with CCUS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
middle_east,gen_nuclear,3,generation,Nuclear,2.50,2.50,2.50,2.50,2.50,2.10,1.50,1.00,0.70,1.10,1.40
middle_east,gen_oil_gas_unabated,3,generation,Oil & natural gas (unabated),11.70,11.60,11.30,9.90,9.10,7.20,7.80,9.00,10.60,12.20,10.80
middle_east,gen_other_clean,3,generation,Other clean power,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
middle_east,gen_other_clean_ammonia,4,gen_other_clean,Ammonia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
middle_east,gen_other_clean_heat_pumps,4,gen_other_clean,Large scale heat pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
middle_east,gen_other_clean_hydrogen,4,gen_other_clean,Hydrogen,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
middle_east,gen_renewables,3,generation,Renewables,1.90,2.20,3.10,3.50,2.70,2.50,3.60,4.60,4.80,5.90,8.70
middle_east,gen_renewables_other,4,gen_renewables,Other renewables,0.50,0.40,0.30,0.30,0.80,1.20,1.40,1.50,1.00,0.60,0.70
middle_east,gen_renewables_solar,4,gen_renewables,Solar,1.20,1.50,2.10,2.40,1.40,0.80,1.90,3.10,3.70,4.70,6.10
middle_east,gen_renewables_wind,4,gen_renewables,Wind,0.20,0.30,0.70,0.70,0.50,0.50,0.30,0.10,0.10,0.60,1.80
middle_east,gen_waste_nonrenewable,3,generation,Waste: non-renewable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
middle_east,generation,2,power,Generation,16.10,16.30,16.80,15.80,14.20,11.90,13.10,14.80,16.30,19.40,21.10
middle_east,memo_oil_gas_upstream,0,,Memo: Oil & gas upstream,92.20,79.20,74.10,79.50,73.60,64.70,66.40,75.00,85.50,98.00,95.80
middle_east,memo_transitional_fossil,0,,Memo: Transitional fossil fuels,0.30,0.30,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.10
middle_east,other_end_use,2,end_use,Other end-use,1.40,1.20,1.00,0.90,0.90,0.90,1.10,1.30,5.00,6.40,8.00
middle_east,other_end_use_buildings,3,other_end_use,Other end-use: Buildings,1.30,1.20,1.00,0.90,0.90,0.90,1.00,1.10,1.80,2.70,3.80
middle_east,other_end_use_industry,3,other_end_use,Other end-use: Industry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
middle_east,other_end_use_renewables,2,end_use,Other end-use renewables,0.06,0.38,0.36,0.21,0.21,0.16,0.15,0.16,0.17,0.17,
middle_east,other_end_use_transport,3,other_end_use,Other end-use: Transport,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.30,3.20,3.70,4.20
middle_east,power,1,,Power,36.70,38.20,34.80,29.30,24.30,25.00,24.20,26.70,29.00,32.60,35.20
middle_east,supply_by_type,1,,Supply (by type),185.24,150.78,135.70,138.93,162.63,123.85,140.01,180.94,215.40,,
middle_east,supply_electricity_networks,1,,Supply: Electricity networks,21.65,22.94,18.96,14.22,10.47,13.89,11.74,12.49,12.49,,
middle_east,supply_fossil_no_ccus,2,supply_by_type,Supply: Fossil fuels (no CCUS),160.47,123.85,112.01,119.55,147.55,105.44,122.78,162.63,196.01,,
middle_east,supply_other,1,,Supply: Other,0.66,0.80,1.35,1.51,1.70,1.24,0.40,0.00,0.56,,
middle_east,supply_renewables,1,,Supply: Renewables,1.88,2.49,3.20,3.82,3.77,3.73,5.16,5.62,5.68,,
middle_east,total,0,,Total,177.40,161.40,149.00,149.00,145.10,149.70,154.50,154.30,158.40,176.70,185.20
