scenario,variable,unit,category,geography,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
nze,generation_wind,TWh,electricity,us,458.62,458.62,458.62,458.62,458.62,458.62,458.62,458.62,458.62,458.62,458.62,458.62,458.62,458.62,458.62,458.62,458.62,458.62,458.62,458.62,458.62,458.62,458.62,458.62,458.62,458.62,458.62
nze,grid_emissions_intensity,g CO2/kWh,electricity,world,445.56,411.64,377.72,343.8,309.88,275.96,242.04,208.12,174.2,140.28,106.36,72.44,58.738,45.036,31.334,17.632,3.93,3.15,2.37,1.59,0.81,0.03,-0.75,-1.53,-2.31,-3.09,-3.87
nze,h2_demand_buildings,Mt H2/yr,hydrogen,world,0.0,0.089394,0.178788,0.268182,0.357576,0.44697,0.536363,0.625757,0.715151,0.804545,0.893939,0.983333,1.185,1.386667,1.588333,1.79,1.991667,2.0175,2.043334,2.069167,2.095,2.120833,2.146667,2.1725,2.198333,2.224167,2.25
nze,h2_demand_industrial,Mt H2/yr,hydrogen,world,0.008333,0.955303,1.902272,2.849242,3.796212,4.743182,5.690151,6.637121,7.584091,8.531061,9.47803,10.425,12.548333,14.671667,16.795,18.918334,21.041667,22.503334,23.965,25.426667,26.888333,28.35,29.811667,31.273333,32.735,34.196666,35.658333
nze,h2_demand_power,Mt H2/yr,hydrogen,world,0.0,0.223818,0.447636,0.671455,0.895273,1.119091,1.342909,1.566727,1.790545,2.014364,2.238182,2.462,2.765,3.068,3.371,3.674,3.977,4.0495,4.122,4.1945,4.267,4.3395,4.412,4.4845,4.557,4.6295,4.702
nze,h2_demand_transport,Mt H2/yr,hydrogen,world,0.1,1.208333,2.316667,3.425,4.533333,5.641667,6.75,7.858334,8.966667,10.075,11.183334,12.291667,14.338334,16.385,18.431667,20.478333,22.525,25.880833,29.236667,32.5925,35.948333,39.304167,42.66,46.015833,49.371666,52.7275,56.083333
nze,h2_production_electrolysis,Mt H2/yr,hydrogen,world,0.017,1.546273,3.075545,4.604818,6.134091,7.663364,9.192636,10.721909,12.251182,13.780455,15.309727,16.839,19.3368,21.8346,24.3324,26.8302,29.328,31.1993,33.0706,34.9419,36.8132,38.6845,40.5558,42.4271,44.2984,46.1697,48.041
nze,h2_production_smr_ccs,Mt H2/yr,hydrogen,world,0.001,0.531545,1.062091,1.592636,2.123182,2.653727,3.184273,3.714818,4.245364,4.775909,5.306455,5.837,6.7622,7.6874,8.6126,9.5378,10.463,11.2361,12.0092,12.7823,13.5554,14.3285,15.1016,15.8747,16.6478,17.4209,18.194
nze,h2_production_total,Mt H2/yr,hydrogen,world,0.011,1.066727,2.122455,3.178182,4.233909,5.289636,6.345364,7.401091,8.456818,9.512545,10.568273,11.624,13.4134,15.2028,16.9922,18.7816,20.571,22.0078,23.4446,24.8814,26.3182,27.755,29.1918,30.6286,32.0654,33.5022,34.939
nze,population,million persons,macro,world,8091.13,8156.028182,8220.926364,8285.824545,8350.722727,8415.620909,8480.519091,8545.417273,8610.315455,8675.213636,8740.111818,8805.01,8862.57,8920.13,8977.69,9035.25,9092.81,9140.734,9188.658,9236.582,9284.506,9332.43,9380.354,9428.278,9476.202,9524.126,9572.05
nze,renewable_share_generation,fraction (0-1),electricity,,0.230918,0.230918,0.230918,0.230918,0.230918,0.230918,0.230918,0.230918,0.230918,0.230918,0.230918,0.230918,0.230918,0.230918,0.230918,0.230918,0.230918,0.230918,0.230918,0.230918,0.230918,0.230918,0.230918,0.230918,0.230918,0.230918,0.230918
steps,capacity_battery_storage,GW,electricity,world,166.3,301.405455,436.510909,571.616364,706.721818,841.827273,976.932727,1112.038182,1247.143636,1382.249091,1517.354545,1652.46,1787.324,1922.188,2057.052,2191.916,2326.78,2432.105,2537.43,2642.755,2748.08,2853.405,2958.73,3064.055,3169.38,3274.705,3380.03
steps,capacity_coal,GW,electricity,world,2259.04,2277.785455,2296.530909,2315.276364,2334.021818,2352.767273,2371.512727,2390.258182,2409.003636,2427.749091,2446.494545,2465.24,2429.344,2393.448,2357.552,2321.656,2285.76,2231.573,2177.386,2123.199,2069.012,2014.825,1960.638,1906.451,1852.264,1798.077,1743.89
steps,capacity_natural_gas,GW,electricity,world,2048.51,2086.980909,2125.451818,2163.922727,2202.393636,2240.864545,2279.335455,2317.806364,2356.277273,2394.748182,2433.219091,2471.69,2480.286,2488.882,2497.478,2506.074,2514.67,2533.372,2552.074,2570.776,2589.478,2608.18,2626.882,2645.584,2664.286,2682.988,2701.69
steps,capacity_nuclear,GW,electricity,world,420.01,433.970909,447.931818,461.892727,475.853636,489.814545,503.775455,517.736364,531.697273,545.658182,559.619091,573.58,591.544,609.508,627.472,645.436,663.4,675.509,687.618,699.727,711.836,723.945,736.054,748.163,760.272,772.381,784.49
steps,capacity_solar_pv,GW,electricity,world,2163.51,2771.790909,3380.071818,3988.352727,4596.633636,5204.914545,5813.195455,6421.476364,7029.757273,7638.038182,8246.319091,8854.6,9467.996,10081.392,10694.788,11308.184,11921.58,12350.353,12779.126,13207.899,13636.672,14065.445,14494.218,14922.991,15351.764,15780.537,16209.31
steps,capacity_total,GW,electricity,world,10248.7,11239.220909,12229.741818,13220.262727,14210.783636,15201.304545,16191.825455,17182.346364,18172.867273,19163.388182,20153.909091,21144.43,22033.806,22923.182,23812.558,24701.934,25591.31,26205.939,26820.568,27435.197,28049.826,28664.455,29279.084,29893.713,30508.342,31122.971,31737.6
steps,capacity_wind_onshore,GW,electricity,world,1130.63,1278.99,1427.35,1575.71,1724.07,1872.43,2020.79,2169.15,2317.51,2465.87,2614.23,2762.59,2868.1,2973.61,3079.12,3184.63,3290.14,3359.606,3429.072,3498.538,3568.004,3637.47,3706.936,3776.402,3845.868,3915.334,3984.8
steps,ccus_capture_dac,Mt CO2/yr,ccus,world,0.01,0.058182,0.106364,0.154545,0.202727,0.250909,0.299091,0.347273,0.395455,0.443636,0.491818,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54
steps,ccus_capture_total,Mt CO2/yr,ccus,world,43.43,53.844545,64.259091,74.673636,85.088182,95.502727,105.917273,116.331818,126.746364,137.160909,147.575455,157.99,169.872,181.754,193.636,205.518,217.4,226.184,234.968,243.752,252.536,261.32,270.104,278.888,287.672,296.456,305.24
steps,ccus_stored_geological,Mt CO2/yr,ccus,world,0.98,1.494545,2.009091,2.523636,3.038182,3.552727,4.067273,4.581818,5.096364,5.610909,6.125455,6.64,6.89,7.14,7.39,7.64,7.89,8.094,8.298,8.502,8.706,8.91,9.114,9.318,9.522,9.726,9.93
steps,demand_coal,EJ,energy_demand,us,8.2068,7.841757,7.476715,7.111672,6.746629,6.381586,6.016544,5.651501,5.286458,4.921415,4.556373,4.19133,3.980298,3.769266,3.558234,3.347202,3.13617,2.925138,2.714106,2.503074,2.292042,2.08101,1.869978,1.658946,1.447914,1.236882,1.02585
steps,demand_electricity_total,TWh,energy_demand,us,4102.28,4173.645455,4245.010909,4316.376364,4387.741818,4459.107273,4530.472727,4601.838182,4673.203636,4744.569091,4815.934545,4887.3,4937.967333,4988.634667,5039.302,5089.969333,5140.636667,5191.304,5241.971333,5292.638667,5343.306,5393.973333,5444.640667,5495.308,5545.975333,5596.642667,5647.31
steps,demand_hydrogen,Mt H2/yr,energy_demand,us,1.611,1.623545,1.636091,1.648636,1.661182,1.673727,1.686273,1.698818,1.711364,1.723909,1.736455,1.749,1.7648,1.7806,1.7964,1.8122,1.828,1.8438,1.8596,1.8754,1.8912,1.907,1.9228,1.9386,1.9544,1.9702,1.986
steps,demand_industrial,EJ,energy_demand,us,15.41,15.490455,15.570909,15.651364,15.731818,15.812273,15.892727,15.973182,16.053636,16.134091,16.214545,16.295,16.244133,16.193267,16.1424,16.091533,16.040667,15.9898,15.938933,15.888067,15.8372,15.786333,15.735467,15.6846,15.633733,15.582867,15.532
steps,demand_natural_gas,EJ,energy_demand,us,35.093427,35.205189,35.316952,35.428714,35.540477,35.652239,35.764002,35.875764,35.987527,36.099289,36.211052,36.322814,35.72178,35.120746,34.519712,33.918679,33.317645,32.716611,32.115577,31.514543,30.913509,30.312475,29.711441,29.110408,28.509374,27.90834,27.307306
steps,demand_oil,Mb/d,energy_demand,us,18.1,18.018182,17.936364,17.854545,17.772727,17.690909,17.609091,17.527273,17.445455,17.363636,17.281818,17.2,17.013333,16.826667,16.64,16.453333,16.266667,16.08,15.893333,15.706667,15.52,15.333333,15.146667,14.96,14.773333,14.586667,14.4
steps,demand_residential,EJ,energy_demand,us,20.46,20.517545,20.575091,20.632636,20.690182,20.747727,20.805273,20.862818,20.920364,20.977909,21.035455,21.093,21.0736,21.0542,21.0348,21.0154,20.996,20.9766,20.9572,20.9378,20.9184,20.899,20.8796,20.8602,20.8408,20.8214,20.802
steps,demand_total_primary,EJ,energy_demand,us,92.978,93.003909,93.029818,93.055727,93.081636,93.107545,93.133455,93.159364,93.185273,93.211182,93.237091,93.263,93.1122,92.9614,92.8106,92.6598,92.509,92.3582,92.2074,92.0566,91.9058,91.755,91.6042,91.4534,91.3026,91.1518,91.001
steps,demand_transport,EJ,energy_demand,us,25.542,25.452818,25.363636,25.274455,25.185273,25.096091,25.006909,24.917727,24.828545,24.739364,24.650182,24.561,24.396867,24.232733,24.0686,23.904467,23.740333,23.5762,23.412067,23.247933,23.0838,22.919667,22.755533,22.5914,22.427267,22.263133,22.099
steps,electrolyzer_capacity_installed,GW,hydrogen,world,0.0,1.49,2.98,4.47,5.96,7.45,8.94,10.43,11.92,13.41,14.9,16.39,18.274,20.158,22.042,23.926,25.81,26.229,26.648,27.067,27.486,27.905,28.324,28.743,29.162,29.581,30.0
steps,emissions_co2_buildings,Mt CO2,emissions,world,2801.57,2773.443636,2745.317273,2717.190909,2689.064545,2660.938182,2632.811818,2604.685455,2576.559091,2548.432727,2520.306364,2492.18,2460.172,2428.164,2396.156,2364.148,2332.14,2315.672,2299.204,2282.736,2266.268,2249.8,2233.332,2216.864,2200.396,2183.928,2167.46
steps,emissions_co2_industry,Mt CO2,emissions,world,9057.03,9074.610909,9092.191818,9109.772727,9127.353636,9144.934545,9162.515455,9180.096364,9197.677273,9215.258182,9232.839091,9250.42,9248.696,9246.972,9245.248,9243.524,9241.8,9206.098,9170.396,9134.694,9098.992,9063.29,9027.588,8991.886,8956.184,8920.482,8884.78
steps,emissions_co2_per_capita,t CO2/person,emissions,,0.558782,0.548659,0.538696,0.528889,0.519235,0.509729,0.500369,0.491151,0.482072,0.473129,0.464319,0.455638,0.44453,0.433566,0.422742,0.412056,0.401506,0.3915,0.381599,0.3718,0.362103,0.352505,0.343005,0.333602,0.324294,0.31508,0.305957
steps,emissions_co2_per_gdp,kg CO2/$ GDP,emissions,,0.023027,0.022034,0.021104,0.020233,0.019415,0.018644,0.017917,0.017231,0.016581,0.015966,0.015382,0.014827,0.014174,0.013554,0.012965,0.012405,0.011872,0.011353,0.010858,0.010386,0.009936,0.009506,0.009095,0.008701,0.008323,0.007961,0.007614
steps,emissions_co2_power,Mt CO2,emissions,us,1490.0,1461.553636,1433.107273,1404.660909,1376.214545,1347.768182,1319.321818,1290.875455,1262.429091,1233.982727,1205.536364,1177.09,1132.561333,1088.032667,1043.504,998.975333,954.446667,909.918,865.389333,820.860667,776.332,731.803333,687.274667,642.746,598.217333,553.688667,509.16
steps,emissions_co2_total,Mt CO2,emissions,us,4521.18,4474.881818,4428.583636,4382.285455,4335.987273,4289.689091,4243.390909,4197.092727,4150.794545,4104.496364,4058.198182,4011.9,3939.682667,3867.465333,3795.248,3723.030667,3650.813333,3578.596,3506.378667,3434.161333,3361.944,3289.726667,3217.509333,3145.292,3073.074667,3000.857333,2928.64
steps,emissions_co2_transport,Mt CO2,emissions,world,8358.32,8366.731818,8375.143636,8383.555455,8391.967273,8400.379091,8408.790909,8417.202727,8425.614545,8434.026364,8442.438182,8450.85,8400.94,8351.03,8301.12,8251.21,8201.3,8180.022,8158.744,8137.466,8116.188,8094.91,8073.632,8052.354,8031.076,8009.798,7988.52
steps,energy_intensity_gdp,MJ/$ GDP (real 2024 USD),macro,world,3.33,3.265455,3.200909,3.136364,3.071818,3.007273,2.942727,2.878182,2.813636,2.749091,2.684545,2.62,2.562,2.504,2.446,2.388,2.33,2.291,2.252,2.213,2.174,2.135,2.096,2.057,2.018,1.979,1.94
steps,gdp_growth_rate,fraction (annual),macro,,,0.034367,0.033225,0.032157,0.031155,0.030214,0.029328,0.028492,0.027703,0.026956,0.026248,0.025577,0.027304,0.026578,0.02589,0.025236,0.024615,0.02508,0.024467,0.023883,0.023325,0.022794,0.022286,0.0218,0.021335,0.020889,0.020462
steps,gdp_real,$ trillion (real 2024 USD),macro,world,196.3459,203.093745,209.841591,216.589436,223.337282,230.085127,236.832973,243.580818,250.328664,257.076509,263.824355,270.5722,277.9598,285.3474,292.735,300.1226,307.5102,315.2227,322.9352,330.6477,338.3602,346.0727,353.7852,361.4977,369.2102,376.9227,384.6352
steps,generation_biomass,TWh,electricity,world,760.12,795.272727,830.425455,865.578182,900.730909,935.883636,971.036364,1006.189091,1041.341818,1076.494545,1111.647273,1146.8,1173.06,1199.32,1225.58,1251.84,1278.1,1307.76,1337.42,1367.08,1396.74,1426.4,1456.06,1485.72,1515.38,1545.04,1574.7
steps,generation_coal,TWh,electricity,us,717.4,683.729091,650.058182,616.387273,582.716364,549.045455,515.374545,481.703636,448.032727,414.361818,380.690909,347.02,327.492,307.964,288.436,268.908,249.38,229.852,210.324,190.796,171.268,151.74,132.212,112.684,93.156,73.628,54.1
steps,generation_hydro,TWh,electricity,world,4447.86,4510.91,4573.96,4637.01,4700.06,4763.11,4826.16,4889.21,4952.26,5015.31,5078.36,5141.41,5219.948,5298.486,5377.024,5455.562,5534.1,5619.033,5703.966,5788.899,5873.832,5958.765,6043.698,6128.631,6213.564,6298.497,6383.43
steps,generation_hydrogen_ammonia,TWh,electricity,world,0.0,4.909091,9.818182,14.727273,19.636364,24.545455,29.454545,34.363636,39.272727,44.181818,49.090909,54.0,58.664,63.328,67.992,72.656,77.32,78.169,79.018,79.867,80.716,81.565,82.414,83.263,84.112,84.961,85.81
steps,generation_natural_gas,TWh,electricity,us,1929.37,1951.046364,1972.722727,1994.399091,2016.075455,2037.751818,2059.428182,2081.104545,2102.780909,2124.457273,2146.133636,2167.81,2103.412667,2039.015333,1974.618,1910.220667,1845.823333,1781.426,1717.028667,1652.631333,1588.234,1523.836667,1459.439333,1395.042,1330.644667,1266.247333,1201.85
steps,generation_nuclear,TWh,electricity,us,815.49,817.524545,819.559091,821.593636,823.628182,825.662727,827.697273,829.731818,831.766364,833.800909,835.835455,837.87,886.884,935.898,984.912,1033.926,1082.94,1131.954,1180.968,1229.982,1278.996,1328.01,1377.024,1426.038,1475.052,1524.066,1573.08
steps,generation_solar,TWh,electricity,us,278.77,340.805455,402.840909,464.876364,526.911818,588.947273,650.982727,713.018182,775.053636,837.089091,899.124545,961.16,1030.686667,1100.213333,1169.74,1239.266667,1308.793333,1378.32,1447.846667,1517.373333,1586.9,1656.426667,1725.953333,1795.48,1865.006667,1934.533333,2004.06
steps,generation_total,TWh,electricity,us,4564.0,4641.808182,4719.616364,4797.424545,4875.232727,4953.040909,5030.849091,5108.657273,5186.465455,5264.273636,5342.081818,5419.89,5474.389333,5528.888667,5583.388,5637.887333,5692.386667,5746.886,5801.385333,5855.884667,5910.384,5964.883333,6019.382667,6073.882,6128.381333,6182.880667,6237.38
steps,generation_wind,TWh,electricity,us,458.62,482.241818,505.863636,529.485455,553.107273,576.729091,600.350909,623.972727,647.594545,671.216364,694.838182,718.46,731.474667,744.489333,757.504,770.518667,783.533333,796.548,809.562667,822.577333,835.592,848.606667,861.621333,874.636,887.650667,900.665333,913.68
steps,grid_emissions_intensity,g CO2/kWh,electricity,world,445.56,427.91,410.26,392.61,374.96,357.31,339.66,322.01,304.36,286.71,269.06,251.41,238.5,225.59,212.68,199.77,186.86,180.417,173.974,167.531,161.088,154.645,148.202,141.759,135.316,128.873,122.43
steps,h2_demand_buildings,Mt H2/yr,hydrogen,world,0.0,0.002273,0.004545,0.006818,0.009091,0.011364,0.013636,0.015909,0.018182,0.020455,0.022727,0.025,0.026667,0.028333,0.03,0.031666,0.033333,0.034166,0.035,0.035833,0.036667,0.0375,0.038333,0.039167,0.04,0.040834,0.041667
steps,h2_demand_industrial,Mt H2/yr,hydrogen,world,0.008333,0.030303,0.052272,0.074242,0.096212,0.118182,0.140151,0.162121,0.184091,0.206061,0.22803,0.25,0.266667,0.283333,0.3,0.316666,0.333333,0.350833,0.368333,0.385833,0.403333,0.420833,0.438333,0.455833,0.473333,0.490833,0.508333
steps,h2_demand_power,Mt H2/yr,hydrogen,world,0.0,0.021182,0.042364,0.063545,0.084727,0.105909,0.127091,0.148273,0.169455,0.190636,0.211818,0.233,0.2454,0.2578,0.2702,0.2826,0.295,0.2953,0.2956,0.2959,0.2962,0.2965,0.2968,0.2971,0.2974,0.2977,0.298
steps,h2_demand_transport,Mt H2/yr,hydrogen,world,0.1,0.311364,0.522727,0.734091,0.945455,1.156818,1.368182,1.579545,1.790909,2.002273,2.213636,2.425,2.92,3.415,3.91,4.405,4.9,5.5,6.1,6.7,7.3,7.9,8.5,9.1,9.7,10.3,10.9
steps,h2_production_electrolysis,Mt H2/yr,hydrogen,world,0.017,0.182,0.347,0.512,0.677,0.842,1.007,1.172,1.337,1.502,1.667,1.832,2.0714,2.3108,2.5502,2.7896,3.029,3.294,3.559,3.824,4.089,4.354,4.619,4.884,5.149,5.414,5.679
steps,h2_production_smr_ccs,Mt H2/yr,hydrogen,world,0.001,0.046091,0.091182,0.136273,0.181364,0.226455,0.271545,0.316636,0.361727,0.406818,0.451909,0.497,0.5836,0.6702,0.7568,0.8434,0.93,1.0481,1.1662,1.2843,1.4024,1.5205,1.6386,1.7567,1.8748,1.9929,2.111
steps,h2_production_total,Mt H2/yr,hydrogen,world,0.011,0.122182,0.233364,0.344545,0.455727,0.566909,0.678091,0.789273,0.900455,1.011636,1.122818,1.234,1.4054,1.5768,1.7482,1.9196,2.091,2.2931,2.4952,2.6973,2.8994,3.1015,3.3036,3.5057,3.7078,3.9099,4.112
steps,population,million persons,macro,world,8091.13,8156.028182,8220.926364,8285.824545,8350.722727,8415.620909,8480.519091,8545.417273,8610.315455,8675.213636,8740.111818,8805.01,8862.57,8920.13,8977.69,9035.25,9092.81,9140.734,9188.658,9236.582,9284.506,9332.43,9380.354,9428.278,9476.202,9524.126,9572.05
steps,renewable_share_generation,fraction (0-1),electricity,,0.230918,0.246477,0.261522,0.27608,0.290173,0.303823,0.317051,0.329876,0.342316,0.354388,0.366109,0.377493,0.390178,0.402613,0.414805,0.426762,0.43849,0.449995,0.461284,0.472363,0.483238,0.493914,0.504396,0.514691,0.524802,0.534735,0.544495
