date,Indiana,MID_C,Mass_Hub,NP_15,PJM_West,Palo_Verde,SP_15_1,SP_15_2
2006-04-01,53.87829861111111,23.658205051112446,69.27143,,61.08906283280085,51.95859174001354,54.12203763760786,
2006-05-01,51.57566893424036,32.66743902439024,64.99718876404494,,59.44350558659218,53.442202283849916,52.17774141066601,
2006-06-01,54.157893738140416,37.455456606217616,69.27329716981131,,64.67717809364548,62.25215592680986,59.458218526603,
2006-07-01,73.324404536862,69.9097213483146,83.46563706563707,,85.66692677070829,93.61139826422372,83.64780206286837,
2006-08-01,70.34250453720509,62.851694267515924,76.17872093023256,,86.47750915750916,63.64151236749117,69.19607976503323,
2006-09-01,38.518632478632476,47.25356667833392,51.71344827586207,,44.1948918469218,43.924864130434784,50.546657999388195,
2006-10-01,45.59585492227979,54.50964329643296,64.7417027027027,,48.75757396449704,50.10926925608953,56.12313320150998,
2006-11-01,51.26420875420875,62.33096307692308,73.34308641975309,,54.55347799511002,55.74605633802817,65.53661434108527,
2006-12-01,51.55004008016032,59.010722648364954,65.83990220048899,,53.36539705882353,54.137900826446284,65.27831454783748,
2007-01-01,49.73279605263158,53.81628894318876,79.41544802867384,,59.76664224664225,55.20474137931034,60.372305647840534,
2007-02-01,71.60744703389831,58.41430928626247,94.53086309523809,,78.38131791907514,58.829569034317636,64.24546031746031,
2007-03-01,56.49207334273625,37.239892708333336,81.54501718213058,,71.10891940298508,50.836645119586294,54.943636773321316,
2007-04-01,62.45291743119266,49.35424903722721,80.94785714285715,,71.323483436853,59.78957099697885,64.74906126687435,
2007-05-01,67.79126884422111,54.00578376356154,77.12301127214171,,74.03795075757576,65.9525658648339,72.40296625580926,
2007-06-01,70.57688505747126,50.924412599318956,75.32266401590458,,77.61566422795534,71.49772119119551,70.08531438551921,
2007-07-01,61.06103535353535,60.75305199698568,71.85649572649572,,81.68680766161214,83.86324067022086,79.87978523046424,
2007-08-01,80.02904306220096,59.96151601239669,73.06903765690376,,93.07637358184765,71.15758807588075,71.55700520144583,
2007-09-01,53.862122260668976,55.279545454545456,69.84155606407323,,66.16840844266972,54.02628158844765,57.17118878830843,
2007-10-01,60.19117142857143,63.02046354418155,70.73624319419238,,76.01325571725572,61.26452999679179,70.39484505363528,
2007-11-01,58.38854251012146,64.4865096637973,73.11094188376754,,64.63415970287836,53.22293363499246,64.22753653444677,
2007-12-01,65.8034025974026,65.98258602978942,111.56869340232859,,76.63149774774774,59.77078094494338,70.98515861674764,
2008-01-01,65.87518633540373,77.77854060913705,98.96173076923077,,78.0210717196414,65.58698871650212,77.3458738231793,
2008-02-01,69.44168076109936,69.60951682176092,90.18493333333333,,80.50178805058874,69.7596457938014,78.20551862034492,
2008-03-01,71.77954802259887,74.25455395211544,86.24180952380952,,79.89613304093567,76.30332091868405,84.14017232704403,
2008-04-01,72.31854807692308,89.91106750152719,99.13385365853658,,85.96141434262948,87.9641739606127,95.83577679052235,
2008-05-01,63.81031283710895,53.3126018969495,117.80865486725664,,81.28319130434782,82.68809497816594,90.78659574468085,
2008-06-01,97.5010373066424,38.47580837511858,143.99420199501247,,122.7720907700153,106.06832151300236,109.3515455499825,
2008-07-01,96.03978406552494,73.51901657217618,130.59578595317726,,128.4162471220261,104.97964259664478,106.28459477124183,
2008-08-01,73.6616735966736,72.01762525941298,79.04076069730587,,83.04088653775995,78.35402552204177,82.57583554376657,
2008-09-01,55.44935855263158,59.26968910353154,71.49081690140845,,73.97338942307692,57.99709624796085,67.22109927300075,
2008-10-01,48.26739938080495,53.1390183299389,67.85144424131627,,61.16200563380281,43.574874371859295,53.569300827224424,
2008-11-01,51.132543209876545,48.7829717630854,69.49950284090909,,65.5768922895821,42.91981012658228,54.764409842678496,
2008-12-01,49.47603399433428,60.34941194029851,64.2494500723589,,60.06169014084507,46.79903015966884,56.30903966597077,
2009-01-01,47.79145018915511,39.01921021140806,76.88537362637362,,69.93310011376565,38.02667481662591,45.15115096038415,
2009-02-01,39.99680696661829,38.36963378347448,57.289141675284384,,53.570129259694475,33.64087525150905,36.95522866894198,
2009-03-01,33.52392380952381,30.207425552353506,47.964013605442176,,49.02139013452915,29.568811973807296,32.618206709793895,
2009-04-01,32.34569858712716,21.764602189184775,39.423996655518394,28.775473554735548,41.27707401032702,27.370251121076233,,28.48904652686763
2009-05-01,33.82258358662614,24.28258429672447,39.997404426559356,33.97177407126611,39.211390400791686,35.40414147909968,,33.61728610027019
2009-06-01,37.637603513174405,23.04292518356817,39.161932515337426,30.065432667690732,41.73893904141461,29.81288169868554,,28.604937447873226
2009-07-01,31.5691654676259,36.12780732256085,38.03053422370618,36.27440590405904,41.24157674613132,39.332781026640674,,37.99666666666667
2009-08-01,32.68714545454545,38.3946645681684,42.53303684879288,36.294847645429364,45.98769287833828,33.8924064171123,,36.162326078507576
2009-09-01,29.05569117647059,38.363175091293485,32.8124716553288,41.61963800904977,36.45049504950495,31.241338155515372,,39.1931277056277
2009-10-01,32.748082191780824,43.85709014030367,45.58232120451694,49.51148033924441,40.71530991735537,38.65320819112628,,47.34990503131946
2009-11-01,31.47168012924071,35.836182170542635,41.451198156682025,40.026989335520916,39.49707329842932,33.445366651097615,,39.82727994705493
2009-12-01,42.14224358974359,57.901520308599956,64.86937188434696,55.97388825541619,50.008985024958406,47.99880430603614,,52.415656028368794
2010-01-01,49.43068669527897,46.81298977853492,67.18265542676501,51.810358667805296,62.05374923919659,47.7232701421801,,52.59030528271834
2010-02-01,41.38736011477762,44.421611172770994,57.20174226804124,47.840320910973084,51.05206988352745,45.971222540592166,,48.19094352858646
2010-03-01,34.153104359313076,39.92387892049599,41.41103248259861,43.355959232613905,41.5141163310962,40.860864197530866,,44.767094379639445
2010-04-01,35.84039555006181,37.6979267029267,42.59494720965309,37.55696443341605,46.35796148255814,35.5013704496788,,38.14887400586019
2010-05-01,40.37786982248521,30.23423488773748,52.4937811634349,34.52570224719101,51.560889312977096,34.56539160839161,,33.601516494337766
2010-06-01,47.10658075601375,16.556454422076452,56.05621521335807,34.87719298245614,59.676688695652174,36.7349012345679,,35.096067864271454
2010-07-01,56.13286885245902,36.74391846427864,82.51842975206611,39.792908011869436,81.10945824706694,42.85064153969527,,42.35958642972536
2010-08-01,53.45221510883483,39.71023771790808,70.2198827292111,38.922711323763956,65.48140922401171,39.93015256588072,,40.53816703417861
2010-09-01,36.76226932668329,36.1175781614559,51.62244389027431,39.41084832904885,49.410103777501035,36.25141125121242,,40.209518828451884
2010-10-01,32.36808571428571,31.295728652751425,41.21431472081218,35.856900726392254,40.39691095890411,33.9140992018244,,37.7623315696649
2010-11-01,33.829389920424404,34.98571911005165,48.93073878627968,39.329905437352245,41.402032085561494,34.376960352422905,,37.50694211576846
2010-12-01,44.493032407407405,34.33207214323328,73.48536101083033,37.98708737864078,69.82253980288097,35.29644095788604,,37.858135405105436
2011-01-01,45.02943548387097,28.267534319843108,76.68323529411765,38.71383561643836,62.36661735700197,34.60220105820106,,37.83548899755501
2011-02-01,37.361286681715576,28.09108230452675,62.6240625,38.93521739130435,47.76745511669659,34.805412004069176,,38.79319231839688
2011-03-01,37.74253787878788,18.86230756524612,55.11636942675159,32.416739130434784,47.19110546378653,28.578153153153153,,32.34161494426032
2011-04-01,40.329825870646765,31.004837187352525,47.409176201373,34.375314685314684,49.6538619802829,35.35940318302387,,36.35822450805009
2011-05-01,45.71190476190476,24.942386144964722,49.18334391534392,33.58981012658228,61.154251928020564,35.88618421052632,,35.696356589147285
2011-06-01,47.832694475760995,24.319920166054608,57.52275494672755,39.409876543209876,64.3083851590106,39.70189679218968,,38.369306887532694
2011-07-01,59.87314356435643,32.64074307304786,83.36310606060606,36.50530612244898,85.81360564800806,45.30287128712871,,39.89663775510204
2011-08-01,45.34151063829787,34.29187064291247,48.29990804597701,38.230333333333334,50.23935897435897,42.39395161290322,,41.41652441706995
2011-09-01,34.91470588235294,33.446059951390765,44.96442885771543,40.523193717277486,45.1825047318612,39.90091836734694,,41.479114013413344
2011-10-01,35.58655870445344,26.65380977968834,47.11609090909091,34.83602564102564,42.58796188898094,34.757978596908444,,34.86299488926746
2011-11-01,34.2030303030303,34.03915179725886,41.8528320802005,37.77682926829268,40.53776828110161,33.18114285714286,,34.83806428823737
2011-12-01,34.23374045801527,32.33930402930403,46.36419732441472,34.88575757575757,41.63365831012071,32.051274319066145,,32.809898190045246
2012-01-01,31.417558139534883,26.156030095759235,48.67231884057971,29.70421768707483,36.234950980392156,27.159719626168226,,28.81743561030235
2012-02-01,29.05198347107438,24.430466007022023,34.80101313320826,27.66081632653061,33.175634016704635,26.133992932862192,,28.94943298969072
2012-03-01,29.54088888888889,17.61533172231986,29.41248310810811,23.419146341463414,35.68419411764706,22.257527593818985,,25.136604938271606
2012-04-01,30.261203703703703,14.118441810344828,29.541649484536084,24.20867424242424,37.33811614730878,21.535245508982037,,29.67621871599565
2012-05-01,36.73343023255814,10.998042929292929,29.895697050938338,27.779074889867843,42.66447537473233,26.946988235294118,,31.437011046133854
2012-06-01,42.662537313432836,9.424918069584736,69.27096479791395,29.245625,56.12701646090535,29.089269588313414,,31.416139359698683
2012-07-01,57.54017621145375,22.371513302416403,55.47025352112676,33.58537634408602,60.07822276536313,32.99861454046639,,37.286565726083964
2012-08-01,37.101012658227845,32.203098553829676,46.89058823529412,45.87012244897959,43.866954177897576,46.25706443914081,,49.065474963181146
2012-09-01,30.878174603174603,25.984419928825623,39.876,36.559342105263156,43.09303249097473,30.92730607966457,,44.7173018699911
2012-10-01,34.63586956521739,32.70305993690852,41.480859232175504,43.780400552486185,41.86802063185042,33.59518666666666,,44.04748923076923
2012-11-01,35.82823529411765,28.706130901287555,68.90610726643598,38.6997247706422,45.77561633281972,28.870372023809523,,40.282435897435896
2012-12-01,34.553294117647056,26.08109559867487,51.318645418326696,37.25963414634146,37.75662864385298,30.236378205128204,,40.240421216848674
2013-01-01,33.13288343558282,28.742092664092663,92.23359536082474,40.156190476190474,47.250298416565165,31.237982162764773,,46.31005440696409
2013-02-01,32.640243902439025,29.104274145170965,102.94441997063143,40.41231372549019,39.074988290398124,31.77715053763441,,46.640406386066765
2013-03-01,36.9511320754717,32.53021715228147,60.2296166854566,43.18314685314685,46.81995744680851,34.38432126696833,,51.40310687655344
2013-04-01,40.69045454545454,30.817319182389937,48.930590979782274,47.73586776859504,48.23602204408817,37.886629422718805,,56.88354145342886
2013-05-01,43.6077027027027,33.6045859452326,51.06097690941385,45.12682119205298,53.813178861788614,38.51682080924856,,52.54141382868937
2013-06-01,39.72541666666667,34.62526379379783,44.92265512265512,48.0948417721519,48.170871050384285,41.00559734513274,,49.71203797468355
2013-07-01,41.481785714285714,45.26464566929134,65.23946826758147,69.39543209876543,70.08643251775848,47.10468267581475,,56.46740576496674
2013-08-01,36.17751552795031,39.75875233769703,44.375220994475136,44.19769230769231,43.17227813357731,37.551708428246016,,46.22378280542986
2013-09-01,42.58960396039604,37.96190895179801,57.42264615384615,45.21577777777778,49.17677777777778,36.34115845539281,,53.04193315266486
2013-10-01,37.854594594594595,37.56009213557091,40.732413127413125,39.911002638522426,40.74400520156047,34.16051282051282,,43.16053486150907
2013-11-01,35.61673684210526,37.32005400540054,60.36814814814815,42.647217741935485,41.455030303030306,32.89552193645991,,44.354431699687176
2013-12-01,41.83706586826347,58.528823033707866,103.71273361227337,60.63295039164491,52.465576662143825,45.35496229260935,,53.748125577100645
